No.,Code,Name,Age,Males1996,Males2001,Females1996,Females2001
,,,5–9,2903,3059.0,2840,2864.0
,,,10–14,2738,2769.0,2534,2684.0
,,,15–19,2137,2646.0,2144,2534.0
,,,20–24,2244,2198.0,2391,2226.0
,,,25–29,2748,2266.0,2645,2422.0
,,,30–34,2894,2694.0,2806,2576.0
,,,35–39,2811,2769.0,2631,2732.0
,,,40–44,2116,2665.0,2133,2535.0
,,,45–49,1825,2084.0,1862,2027.0
,,,50–54,1406,1837.0,1432,1887.0
,,,55–59,1330,1404.0,1474,1502.0
,,,60–64,1380,1323.0,1432,1478.0
,,,65–69,1274,1259.0,1295,1369.0
,,,70–74,908,1117.0,925,1205.0
,,,75–79,501,730.0,583,825.0
,,,80–84,242,342.0,385,489.0
,,,85+,91,186.0,300,391.0
243,40203,Port Adelaide - East,0–4,1562,1610.0,1508,1512.0
,,,5–9,1373,1534.0,1362,1394.0
,,,10–14,1369,1422.0,1283,1358.0
,,,15–19,1544,1521.0,1392,1582.0
,,,20–24,2101,1998.0,2028,1848.0
,,,25–29,2114,2228.0,2070,2017.0
,,,30–34,2033,2130.0,1996,1957.0
,,,35–39,1928,2005.0,1792,1875.0
,,,40–44,1549,1875.0,1540,1732.0
,,,45–49,1559,1559.0,1489,1602.0
,,,50–54,1315,1520.0,1239,1750.0
,,,55–59,1153,1374.0,1224,1447.0
,,,60–64,1214,1119.0,1298,1226.0
,,,65–69,1286,1022.0,1535,1255.0
,,,70–74,1243,1162.0,1503,1348.0
,,,75–79,755,948.0,1022,1249.0
,,,80–84,469,525.0,677,765.0
,,,85+,195,279.0,476,604.0
244,40204,Salisbury,0–4,5266,4156.0,5022,3893.0
,,,5–9,4751,4513.0,4535,4245.0
,,,10–14,4779,4262.0,4504,4022.0
,,,15–19,4248,4465.0,3813,4303.0
,,,20–24,4484,4135.0,4026,3887.0
,,,25–29,5171,4185.0,4857,4169.0
,,,30–34,5270,4597.0,5282,4440.0
,,,35–39,4720,4605.0,4817,4685.0
,,,40–44,3928,4290.0,4328,4220.0
,,,45–49,3284,3746.0,3479,3951.0
,,,50–54,2351,3758.0,2424,3946.0
,,,55–59,2011,2848.0,1829,2848.0
,,,60–64,1665,2192.0,1537,2213.0
,,,65–69,1465,1737.0,1318,1737.0
,,,70–74,1048,1418.0,1129,1469.0
,,,75–79,601,887.0,819,1103.0
,,,80–84,313,411.0,518,697.0
,,,85+,156,242.0,355,526.0
245,40205,Tea Tree Gully,0–4,2541,3111.0,2405,2922.0
,,,5–9,2820,3249.0,2667,3144.0
,,,10–14,3299,3396.0,3410,3215.0
,,,15–19,3682,3719.0,3781,3654.0
,,,20–24,3750,3219.0,3658,3253.0
,,,25–29,2910,3269.0,3230,3249.0
,,,30–34,2962,3589.0,3156,3563.0
,,,35–39,3159,3639.0,3406,3735.0
,,,40–44,3712,3573.0,3626,3933.0
,,,45–49,4527,3530.0,4482,3846.0
,,,50–54,3749,3624.0,3722,3688.0
,,,55–59,2485,2731.0,2501,2707.0
,,,60–64,1712,1992.0,1783,1953.0
,,,65–69,1356,1474.0,1503,1491.0
,,,70–74,954,1199.0,1331,1371.0
,,,75–79,551,846.0,865,1125.0
,,,80–84,334,416.0,516,664.0
,,,85+,144,239.0,272,545.0
246,40301,Holdfast Bay,0–4,568,621.0,629,581.0
,,,5–9,687,640.0,634,695.0
,,,10–14,725,786.0,692,740.0
,,,15–19,858,906.0,857,945.0
,,,20–24,1121,950.0,1043,1102.0
,,,25–29,971,1042.0,955,976.0
,,,30–34,994,984.0,978,953.0
,,,35–39,1112,1078.0,1064,1051.0
,,,40–44,1065,1188.0,1076,1138.0
,,,45–49,1088,1152.0,1082,1174.0
,,,50–54,878,1194.0,856,1164.0
,,,55–59,636,871.0,706,893.0
,,,60–64,640,646.0,745,729.0
,,,65–69,713,604.0,998,751.0
,,,70–74,840,702.0,1239,1020.0
,,,75–79,689,713.0,1087,1206.0
,,,80–84,443,513.0,898,895.0
,,,85+,274,379.0,812,970.0
247,40302,Marion,0–4,2423,2195.0,2270,2102.0
,,,5–9,2472,2367.0,2365,2196.0
,,,10–14,2456,2491.0,2446,2440.0
,,,15–19,2508,2668.0,2432,2679.0
,,,20–24,2648,2655.0,2572,2580.0
,,,25–29,2680,2611.0,2618,2516.0
,,,30–34,2863,2688.0,2995,2697.0
,,,35–39,3060,2787.0,3224,2953.0
,,,40–44,2926,3006.0,3127,3205.0
,,,45–49,2581,2864.0,2655,3100.0
,,,50–54,2003,2599.0,2107,2681.0
,,,55–59,1698,1928.0,1912,2104.0
,,,60–64,1608,1642.0,1989,1857.0
,,,65–69,1978,1504.0,2332,1890.0
,,,70–74,1794,1742.0,2286,2192.0
,,,75–79,1183,1472.0,1648,2036.0
,,,80–84,623,782.0,1046,1273.0
,,,85+,300,465.0,711,963.0
248,40303,Mitcham,0–4,1583,1581.0,1402,1550.0
,,,5–9,1770,1765.0,1688,1621.0
,,,10–14,2064,1893.0,1876,1853.0
,,,15–19,2199,2263.0,2203,2172.0
,,,20–24,2276,1970.0,2143,2031.0
,,,25–29,1881,1809.0,1698,1664.0
,,,30–34,1700,1865.0,1866,1877.0
,,,35–39,2144,1921.0,2295,2131.0
,,,40–44,2175,2206.0,2347,2411.0
,,,45–49,2344,2193.0,2602,2380.0
,,,50–54,2011,2249.0,2007,2478.0
,,,55–59,1465,1895.0,1500,1806.0
,,,60–64,1231,1326.0,1324,1392.0
,,,65–69,1298,1135.0,1421,1175.0
,,,70–74,1212,1113.0,1524,1300.0
,,,75–79,846,983.0,1318,1414.0
,,,80–84,498,634.0,981,1115.0
,,,85+,337,430.0,919,1226.0
249,40304,Onkaparinga,0–4,5620,5112.0,5359,4854.0
,,,5–9,5918,5760.0,5510,5510.0
,,,10–14,6396,5954.0,5897,5592.0
,,,15–19,5714,6122.0,5488,5732.0
,,,20–24,5186,4902.0,4980,4644.0
,,,25–29,4974,4859.0,5098,4825.0
,,,30–34,5427,5246.0,5833,5432.0
,,,35–39,5981,5586.0,6285,5894.0
,,,40–44,5940,5834.0,6279,6325.0
,,,45–49,6000,5768.0,6001,6085.0
,,,50–54,4052,5748.0,3913,5920.0
,,,55–59,2841,4018.0,2698,3899.0
,,,60–64,2250,2879.0,2337,2849.0
,,,65–69,2278,2276.0,2272,2348.0
,,,70–74,1782,2093.0,2075,2250.0
,,,75–79,1118,1524.0,1406,1921.0
,,,80–84,613,877.0,882,1227.0
,,,85+,255,493.0,539,944.0
250,40401,Charles Sturt,0–4,2910,2624.0,2618,2606.0
,,,5–9,2689,2896.0,2592,2753.0
,,,10–14,2724,2824.0,2664,2705.0
,,,15–19,3056,3069.0,2876,2958.0
,,,20–24,3861,3269.0,3772,2974.0
,,,25–29,3931,3590.0,3801,3428.0
,,,30–34,3876,3747.0,3657,3812.0
,,,35–39,3682,3855.0,3678,3611.0
,,,40–44,3132,3616.0,3450,3785.0
,,,45–49,3370,3229.0,3471,3539.0
,,,50–54,2703,3326.0,2781,3506.0
,,,55–59,2446,2654.0,2615,2711.0
,,,60–64,2272,2303.0,2448,2548.0
,,,65–69,2569,2141.0,2847,2337.0
,,,70–74,2337,2213.0,2896,2593.0
,,,75–79,1627,1825.0,2087,2503.0
,,,80–84,975,1106.0,1576,1557.0
,,,85+,484,665.0,1103,1426.0
251,40402,Port Adelaide - West,0–4,1914,1705.0,1716,1583.0
,,,5–9,1757,1729.0,1642,1620.0
,,,10–14,1729,1626.0,1677,1614.0
,,,15–19,1758,1754.0,1639,1669.0
,,,20–24,1852,1683.0,1749,1571.0
,,,25–29,2117,1707.0,1887,1721.0
,,,30–34,2238,2011.0,2111,1905.0
,,,35–39,2305,2135.0,2177,2098.0
,,,40–44,2030,2304.0,2067,2112.0
,,,45–49,1761,1957.0,1938,1980.0
,,,50–54,1275,1837.0,1367,1846.0
,,,55–59,1132,1347.0,1272,1287.0
,,,60–64,1050,1069.0,1226,1216.0
,,,65–69,1203,989.0,1404,1124.0
,,,70–74,1257,1010.0,1553,1291.0
,,,75–79,811,950.0,1063,1318.0
,,,80–84,486,512.0,682,792.0
,,,85+,220,280.0,471,607.0
252,40403,West Torrens,0–4,1342,1422.0,1368,1332.0
,,,5–9,1250,1301.0,1162,1254.0
,,,10–14,1186,1273.0,1148,1130.0
,,,15–19,1572,1539.0,1588,1510.0
,,,20–24,2433,2090.0,2381,2170.0
,,,25–29,2542,2330.0,2331,2155.0
,,,30–34,2226,2377.0,2023,2168.0
,,,35–39,2051,2143.0,1917,1963.0
,,,40–44,1724,1961.0,1634,1840.0
,,,45–49,1560,1662.0,1600,1642.0
,,,50–54,1357,1545.0,1491,1633.0
,,,55–59,1264,1327.0,1387,1489.0
,,,60–64,1292,1236.0,1385,1393.0
,,,65–69,1413,1216.0,1586,1317.0
,,,70–74,1342,1207.0,1633,1462.0
,,,75–79,884,1113.0,1220,1478.0
,,,80–84,562,673.0,944,1038.0
,,,85+,336,418.0,783,964.0
253,40501,Barossa,0–4,997,955.0,882,900.0
,,,5–9,1179,1073.0,987,1031.0
,,,10–14,1182,1252.0,1151,1063.0
,,,15–19,991,1097.0,910,971.0
,,,20–24,799,748.0,723,622.0
,,,25–29,864,837.0,885,786.0
,,,30–34,1032,924.0,1157,987.0
,,,35–39,1236,1141.0,1286,1238.0
,,,40–44,1145,1300.0,1105,1265.0
,,,45–49,1046,1161.0,980,1123.0
,,,50–54,830,1117.0,772,1007.0
,,,55–59,672,868.0,664,834.0
,,,60–64,627,680.0,578,651.0
,,,65–69,572,579.0,585,551.0
,,,70–74,452,487.0,537,512.0
,,,75–79,340,369.0,450,462.0
,,,80–84,195,226.0,321,364.0
,,,85+,119,163.0,287,337.0
254,40502,Lower North,0–4,800,681.0,765,638.0
,,,5–9,954,808.0,845,708.0
,,,10–14,960,917.0,855,805.0
,,,15–19,669,750.0,550,585.0
,,,20–24,511,490.0,394,379.0
,,,25–29,568,506.0,609,471.0
,,,30–34,789,615.0,758,661.0
,,,35–39,840,784.0,854,792.0
,,,40–44,884,856.0,810,844.0
,,,45–49,829,900.0,763,795.0
,,,50–54,662,832.0,674,752.0
,,,55–59,584,686.0,559,712.0
,,,60–64,604,588.0,523,555.0
,,,65–69,539,567.0,488,463.0
,,,70–74,458,467.0,480,440.0
,,,75–79,290,371.0,348,423.0
,,,80–84,157,204.0,282,308.0
,,,85+,113,125.0,248,291.0
255,40503,Mid North,0–4,1105,1001.0,1030,931.0
,,,5–9,1134,1086.0,1077,1013.0
,,,10–14,1153,1051.0,1114,1026.0
,,,15–19,929,946.0,908,807.0
,,,20–24,788,633.0,763,600.0
,,,25–29,897,760.0,949,722.0
,,,30–34,1022,825.0,1016,873.0
,,,35–39,1125,1008.0,1083,1017.0
,,,40–44,1096,1069.0,1042,1021.0
,,,45–49,1023,1043.0,982,964.0
,,,50–54,892,995.0,884,950.0
,,,55–59,786,896.0,766,875.0
,,,60–64,748,777.0,699,759.0
,,,65–69,698,653.0,766,646.0
,,,70–74,587,604.0,628,655.0
,,,75–79,374,454.0,474,548.0
,,,80–84,212,251.0,322,380.0
,,,85+,125,148.0,332,337.0
256,40504,Yorke Peninsula,0–4,659,662.0,680,576.0
,,,5–9,802,711.0,734,732.0
,,,10–14,843,815.0,730,738.0
,,,15–19,564,616.0,432,524.0
,,,20–24,415,402.0,373,309.0
,,,25–29,559,417.0,547,434.0
,,,30–34,685,612.0,688,600.0
,,,35–39,753,739.0,761,720.0
,,,40–44,760,756.0,734,767.0
,,,45–49,764,772.0,706,751.0
,,,50–54,670,819.0,678,790.0
,,,55–59,712,811.0,747,817.0
,,,60–64,719,836.0,763,816.0
,,,65–69,842,760.0,695,724.0
,,,70–74,608,742.0,635,628.0
,,,75–79,440,468.0,481,526.0
,,,80–84,216,263.0,318,381.0
,,,85+,119,148.0,258,299.0
257,40601,Eyre Peninsula and South West,0–4,2397,2036.0,2214,1998.0
,,,5–9,2443,2315.0,2303,2114.0
,,,10–14,2349,2250.0,2190,2082.0
,,,15–19,1867,1920.0,1689,1724.0
,,,20–24,1946,1590.0,1746,1383.0
,,,25–29,2270,1778.0,2101,1785.0
,,,30–34,2448,2117.0,2203,1968.0
,,,35–39,2381,2281.0,2246,2055.0
,,,40–44,2101,2199.0,1880,2107.0
,,,45–49,1946,1971.0,1801,1763.0
,,,50–54,1637,1867.0,1569,1780.0
,,,55–59,1455,1563.0,1306,1523.0
,,,60–64,1197,1371.0,1073,1252.0
,,,65–69,1187,1058.0,1060,1017.0
,,,70–74,816,979.0,911,995.0
,,,75–79,544,652.0,730,809.0
,,,80–84,343,386.0,468,604.0
,,,85+,176,273.0,379,489.0
258,40602,Outback - North and East,0–4,1308,1121.0,1248,1135.0
,,,5–9,1311,1246.0,1227,1190.0
,,,10–14,1218,1183.0,1140,1055.0
,,,15–19,926,1082.0,809,906.0
,,,20–24,1064,1106.0,965,851.0
,,,25–29,1263,1287.0,1220,1118.0
,,,30–34,1349,1328.0,1251,1136.0
,,,35–39,1409,1311.0,1173,1080.0
,,,40–44,1156,1263.0,1002,1005.0
,,,45–49,1056,1067.0,902,910.0
,,,50–54,891,1006.0,688,869.0
,,,55–59,751,820.0,542,646.0
,,,60–64,568,661.0,421,493.0
,,,65–69,471,464.0,393,370.0
,,,70–74,304,379.0,337,317.0
,,,75–79,196,208.0,236,242.0
,,,80–84,139,128.0,169,173.0
,,,85+,66,79.0,167,138.0
259,40701,Fleurieu - Kangaroo Island,0–4,1031,918.0,975,984.0
,,,5–9,1258,1205.0,1173,1124.0
,,,10–14,1203,1339.0,1137,1219.0
,,,15–19,891,1071.0,796,971.0
,,,20–24,701,739.0,658,591.0
,,,25–29,785,727.0,796,765.0
,,,30–34,1068,982.0,1127,988.0
,,,35–39,1270,1202.0,1274,1340.0
,,,40–44,1226,1432.0,1217,1358.0
,,,45–49,1165,1364.0,1108,1330.0
,,,50–54,954,1354.0,959,1417.0
,,,55–59,852,1211.0,967,1357.0
,,,60–64,974,1204.0,1028,1206.0
,,,65–69,1073,1103.0,1101,1136.0
,,,70–74,959,1109.0,993,1062.0
,,,75–79,601,814.0,692,868.0
,,,80–84,329,441.0,450,553.0
,,,85+,184,235.0,377,493.0
260,40702,Limestone Coast,0–4,2421,2171.0,2344,2181.0
,,,5–9,2439,2432.0,2242,2324.0
,,,10–14,2537,2373.0,2547,2213.0
,,,15–19,2151,2223.0,1958,2038.0
,,,20–24,2060,1833.0,1811,1585.0
,,,25–29,2396,2010.0,2208,1904.0
,,,30–34,2469,2386.0,2352,2266.0
,,,35–39,2578,2484.0,2537,2360.0
,,,40–44,2489,2449.0,2333,2433.0
,,,45–49,2342,2397.0,2046,2204.0
,,,50–54,1682,2233.0,1640,1954.0
,,,55–59,1411,1607.0,1389,1587.0
,,,60–64,1224,1327.0,1208,1348.0
,,,65–69,1277,1087.0,1250,1109.0
,,,70–74,960,1039.0,1125,1116.0
,,,75–79,639,730.0,859,954.0
,,,80–84,396,427.0,611,675.0
,,,85+,213,281.0,448,592.0
261,40703,Murray and Mallee,0–4,2556,2301.0,2521,2258.0
,,,5–9,2753,2542.0,2488,2505.0
,,,10–14,2676,2586.0,2505,2375.0
,,,15–19,2184,2325.0,1899,2051.0
,,,20–24,2104,1835.0,1873,1519.0
,,,25–29,2416,2083.0,2142,1933.0
,,,30–34,2504,2457.0,2505,2202.0
,,,35–39,2718,2546.0,2494,2508.0
,,,40–44,2578,2730.0,2436,2504.0
,,,45–49,2499,2501.0,2346,2303.0
,,,50–54,2158,2455.0,1907,2371.0
,,,55–59,1747,2126.0,1703,1916.0
,,,60–64,1634,1762.0,1473,1652.0
,,,65–69,1543,1486.0,1411,1361.0
,,,70–74,1248,1287.0,1324,1273.0
,,,75–79,766,940.0,898,1165.0
,,,80–84,474,528.0,690,756.0
,,,85+,290,374.0,554,713.0
262,50101,Augusta - Margaret River - Busselton,0–4,1026,1169.0,1000,1123.0
,,,5–9,1145,1330.0,1051,1286.0
,,,10–14,1122,1380.0,1011,1263.0
,,,15–19,868,1192.0,726,1023.0
,,,20–24,765,907.0,701,784.0
,,,25–29,874,1120.0,806,1063.0
,,,30–34,997,1215.0,1057,1230.0
,,,35–39,1199,1311.0,1204,1364.0
,,,40–44,1097,1410.0,1047,1395.0
,,,45–49,854,1238.0,757,1204.0
,,,50–54,602,1022.0,615,947.0
,,,55–59,551,778.0,598,765.0
,,,60–64,541,673.0,581,737.0
,,,65–69,597,620.0,605,653.0
,,,70–74,499,608.0,515,620.0
,,,75–79,296,451.0,364,473.0
,,,80–84,200,217.0,277,321.0
,,,85+,110,156.0,204,314.0
263,50102,Bunbury,0–4,2672,2733.0,2479,2598.0
,,,5–9,2973,3189.0,2888,2890.0
,,,10–14,3083,3354.0,2972,3259.0
,,,15–19,2784,3066.0,2403,2955.0
,,,20–24,2282,2404.0,2108,2247.0
,,,25–29,2357,2513.0,2388,2541.0
,,,30–34,2584,2799.0,2577,2823.0
,,,35–39,2889,3005.0,2880,2995.0
,,,40–44,2770,3194.0,2679,3235.0
,,,45–49,2580,2942.0,2374,2803.0
,,,50–54,1826,2738.0,1622,2507.0
,,,55–59,1482,2006.0,1398,1775.0
,,,60–64,1248,1555.0,1272,1535.0
,,,65–69,1202,1255.0,1152,1232.0
,,,70–74,954,1084.0,1037,1133.0
,,,75–79,588,809.0,697,959.0
,,,80–84,382,426.0,564,554.0
,,,85+,204,310.0,413,551.0
264,50103,Manjimup,0–4,908,873.0,817,791.0
,,,5–9,1077,900.0,972,861.0
,,,10–14,985,1007.0,977,917.0
,,,15–19,687,701.0,615,611.0
,,,20–24,569,536.0,540,435.0
,,,25–29,680,582.0,675,607.0
,,,30–34,825,705.0,832,723.0
,,,35–39,934,907.0,980,864.0
,,,40–44,948,916.0,828,935.0
,,,45–49,848,905.0,729,814.0
,,,50–54,635,848.0,612,802.0
,,,55–59,568,707.0,488,633.0
,,,60–64,454,592.0,375,506.0
,,,65–69,364,439.0,335,379.0
,,,70–74,299,321.0,282,301.0
,,,75–79,143,251.0,213,259.0
,,,80–84,110,93.0,162,157.0
,,,85+,79,101.0,109,159.0
265,50201,Mandurah,0–4,1912,1733.0,1737,1759.0
,,,5–9,2001,2220.0,1925,2056.0
,,,10–14,2073,2234.0,1974,2190.0
,,,15–19,1527,2056.0,1448,1959.0
,,,20–24,1188,1421.0,1214,1280.0
,,,25–29,1365,1387.0,1429,1505.0
,,,30–34,1610,1638.0,1761,1745.0
,,,35–39,1866,1984.0,1970,2108.0
,,,40–44,1763,2088.0,1748,2246.0
,,,45–49,1638,1989.0,1575,1981.0
,,,50–54,1262,1924.0,1243,1962.0
,,,55–59,1280,1690.0,1337,1815.0
,,,60–64,1331,1836.0,1434,1847.0
,,,65–69,1492,1711.0,1473,1694.0
,,,70–74,1186,1612.0,1042,1510.0
,,,75–79,629,1063.0,644,1055.0
,,,80–84,322,487.0,421,568.0
,,,85+,164,273.0,324,519.0
266,50301,Cottesloe - Claremont,0–4,1588,1525.0,1518,1515.0
,,,5–9,1849,1956.0,1859,1866.0
,,,10–14,2252,2393.0,2111,2317.0
,,,15–19,2551,2813.0,2741,2955.0
,,,20–24,2863,2544.0,2858,2475.0
,,,25–29,2460,1915.0,2221,1784.0
,,,30–34,2012,1775.0,2023,1865.0
,,,35–39,2084,1946.0,2273,2144.0
,,,40–44,2285,2249.0,2476,2582.0
,,,45–49,2386,2398.0,2560,2675.0
,,,50–54,2139,2410.0,2074,2485.0
,,,55–59,1633,1962.0,1524,1881.0
,,,60–64,1179,1484.0,1250,1430.0
,,,65–69,1014,1078.0,1245,1140.0
,,,70–74,944,912.0,1335,1121.0
,,,75–79,760,845.0,1153,1242.0
,,,80–84,557,594.0,1014,1044.0
,,,85+,386,472.0,984,1328.0
267,50302,Perth City,0–4,1976,1898.0,1930,1827.0
,,,5–9,1699,1589.0,1657,1620.0
,,,10–14,1517,1552.0,1496,1614.0
,,,15–19,1998,1932.0,2127,2097.0
,,,20–24,3678,3552.0,3923,3619.0
,,,25–29,4131,4018.0,3851,3840.0
,,,30–34,3624,3951.0,3354,3550.0
,,,35–39,3183,3353.0,2745,3024.0
,,,40–44,2570,3037.0,2371,2655.0
,,,45–49,2162,2691.0,1960,2458.0
,,,50–54,1633,2496.0,1503,2238.0
,,,55–59,1407,1755.0,1432,1516.0
,,,60–64,1255,1346.0,1326,1292.0
,,,65–69,1296,1070.0,1380,1135.0
,,,70–74,1161,1009.0,1458,1208.0
,,,75–79,774,866.0,1086,1256.0
,,,80–84,569,528.0,1038,956.0
,,,85+,373,453.0,927,1259.0
268,50401,Bayswater - Bassendean,0–4,2530,2097.0,2426,2077.0
,,,5–9,2301,1993.0,2207,1859.0
,,,10–14,2380,2077.0,2138,1934.0
,,,15–19,2501,2422.0,2193,2362.0
,,,20–24,2962,2665.0,2756,2533.0
,,,25–29,3004,2890.0,3014,2867.0
,,,30–34,3069,2957.0,2929,2862.0
,,,35–39,2930,2918.0,2744,2741.0
,,,40–44,2612,2764.0,2645,2702.0
,,,45–49,2501,2572.0,2388,2734.0
,,,50–54,1700,2598.0,1860,2536.0
,,,55–59,1708,1943.0,1816,1785.0
,,,60–64,1618,1604.0,1595,1602.0
,,,65–69,1304,1370.0,1484,1432.0
,,,70–74,1105,1157.0,1255,1289.0
,,,75–79,666,954.0,904,1148.0
,,,80–84,321,507.0,525,815.0
,,,85+,173,337.0,370,727.0
269,50402,Mundaring,0–4,1345,1279.0,1239,1202.0
,,,5–9,1604,1552.0,1490,1430.0
,,,10–14,1760,1730.0,1571,1579.0
,,,15–19,1590,1605.0,1488,1548.0
,,,20–24,1187,1160.0,1020,996.0
,,,25–29,1061,980.0,1146,953.0
,,,30–34,1267,1208.0,1425,1308.0
,,,35–39,1435,1483.0,1531,1595.0
,,,40–44,1493,1603.0,1617,1693.0
,,,45–49,1621,1591.0,1633,1675.0
,,,50–54,1323,1608.0,1207,1611.0
,,,55–59,907,1232.0,857,1147.0
,,,60–64,662,857.0,650,830.0
,,,65–69,580,612.0,553,604.0
,,,70–74,377,509.0,392,528.0
,,,75–79,223,337.0,296,379.0
,,,80–84,120,174.0,194,301.0
,,,85+,64,119.0,139,226.0
270,50403,Swan,0–4,2461,3509.0,2264,3228.0
,,,5–9,2848,3695.0,2658,3394.0
,,,10–14,3098,3434.0,2772,3279.0
,,,15–19,2805,2985.0,2615,2815.0
,,,20–24,2146,2422.0,1882,2478.0
,,,25–29,1988,2894.0,2144,3201.0
,,,30–34,2338,3450.0,2586,3710.0
,,,35–39,2568,3579.0,2729,3656.0
,,,40–44,2635,3206.0,2824,3245.0
,,,45–49,2819,2745.0,2831,2656.0
,,,50–54,2293,2344.0,2103,2184.0
,,,55–59,1591,1740.0,1504,1679.0
,,,60–64,1168,1321.0,1147,1238.0
,,,65–69,1025,967.0,980,938.0
,,,70–74,675,813.0,700,856.0
,,,75–79,401,509.0,526,611.0
,,,80–84,224,274.0,349,414.0
,,,85+,115,155.0,244,359.0
271,50501,Joondalup,0–4,5274,4789.0,5006,4599.0
,,,5–9,6555,5785.0,5996,5641.0
,,,10–14,7435,6939.0,6811,6602.0
,,,15–19,6949,7406.0,6527,6910.0
,,,20–24,5290,5450.0,4584,5089.0
,,,25–29,4086,4558.0,4344,4342.0
,,,30–34,5033,4808.0,5784,5236.0
,,,35–39,6378,5757.0,7221,6564.0
,,,40–44,7127,6735.0,7589,7629.0
,,,45–49,6977,6819.0,6722,7307.0
,,,50–54,4457,6602.0,3908,6310.0
,,,55–59,2787,4100.0,2356,3636.0
,,,60–64,1791,2654.0,1882,2408.0
,,,65–69,1595,1752.0,1766,1923.0
,,,70–74,1287,1481.0,1425,1676.0
,,,75–79,775,1077.0,969,1329.0
,,,80–84,415,602.0,585,892.0
,,,85+,193,302.0,369,701.0
272,50502,Stirling,0–4,4622,4536.0,4443,4501.0
,,,5–9,4482,4400.0,4190,4225.0
,,,10–14,4203,4697.0,4338,4331.0
,,,15–19,5005,5326.0,5409,5327.0
,,,20–24,7308,6011.0,7513,6204.0
,,,25–29,7701,6797.0,7244,6778.0
,,,30–34,6548,6634.0,6257,6327.0
,,,35–39,6007,5792.0,5916,5774.0
,,,40–44,5272,5627.0,5375,5673.0
,,,45–49,4891,5135.0,5009,5710.0
,,,50–54,3969,5172.0,4065,5589.0
,,,55–59,3552,4178.0,3731,4528.0
,,,60–64,3077,3793.0,3208,4124.0
,,,65–69,2984,3059.0,3355,3534.0
,,,70–74,2652,2843.0,3336,3318.0
,,,75–79,1780,2078.0,2533,2896.0
,,,80–84,1168,1160.0,2257,1918.0
,,,85+,817,794.0,1897,1827.0
273,50503,Wanneroo,0–4,3220,3793.0,2940,3544.0
,,,5–9,2889,3972.0,2798,3678.0
,,,10–14,2760,3508.0,2631,3322.0
,,,15–19,2437,3166.0,2227,3030.0
,,,20–24,2352,2626.0,2529,2628.0
,,,25–29,2822,2985.0,2927,3294.0
,,,30–34,2889,3546.0,2909,3693.0
,,,35–39,2636,3533.0,2682,3607.0
,,,40–44,2298,3233.0,2370,3241.0
,,,45–49,2260,2768.0,2206,2725.0
,,,50–54,1652,2521.0,1508,2597.0
,,,55–59,1342,1903.0,1300,1792.0
,,,60–64,997,1506.0,997,1521.0
,,,65–69,841,1130.0,817,1134.0
,,,70–74,578,905.0,636,968.0
,,,75–79,308,627.0,401,662.0
,,,80–84,190,285.0,286,381.0
,,,85+,96,164.0,213,335.0
274,50601,Armadale,0–4,2139,1934.0,2068,1807.0
,,,5–9,2256,2158.0,2085,2042.0
,,,10–14,2340,2170.0,2280,2158.0
,,,15–19,2216,2208.0,2120,2107.0
,,,20–24,1956,1835.0,1905,1679.0
,,,25–29,1858,1683.0,1839,1711.0
,,,30–34,1898,1745.0,1936,1777.0
,,,35–39,1848,1844.0,2076,1947.0
,,,40–44,1899,1905.0,2157,2013.0
,,,45–49,2052,1825.0,2020,2049.0
,,,50–54,1554,1963.0,1416,1960.0
,,,55–59,1160,1464.0,1056,1355.0
,,,60–64,873,1128.0,872,1017.0
,,,65–69,724,772.0,722,811.0
,,,70–74,515,679.0,584,710.0
,,,75–79,318,402.0,466,520.0
,,,80–84,189,225.0,293,347.0
,,,85+,106,147.0,186,294.0
275,50602,Belmont - Victoria Park,0–4,1437,1610.0,1341,1567.0
,,,5–9,1219,1387.0,1176,1328.0
,,,10–14,1048,1293.0,1093,1181.0
,,,15–19,1501,1586.0,1645,1664.0
,,,20–24,2541,2311.0,2580,2466.0
,,,25–29,2454,2781.0,2331,2699.0
,,,30–34,2232,2624.0,1994,2389.0
,,,35–39,1908,2226.0,1648,1999.0
,,,40–44,1610,1929.0,1500,1732.0
,,,45–49,1514,1696.0,1377,1667.0
,,,50–54,1219,1632.0,1172,1548.0
,,,55–59,1102,1287.0,1209,1198.0
,,,60–64,1054,1124.0,1197,1148.0
,,,65–69,1118,935.0,1305,1073.0
,,,70–74,1020,949.0,1277,1114.0
,,,75–79,725,772.0,1075,1030.0
,,,80–84,457,429.0,892,693.0
,,,85+,316,277.0,917,648.0
276,50603,Canning,0–4,2409,2351.0,2247,2255.0
,,,5–9,2649,2563.0,2485,2389.0
,,,10–14,2900,2886.0,2789,2768.0
,,,15–19,3129,3529.0,3050,3506.0
,,,20–24,3246,3570.0,3070,3451.0
,,,25–29,2707,2816.0,2614,2668.0
,,,30–34,2618,2615.0,2712,2702.0
,,,35–39,2860,2738.0,3043,2925.0
,,,40–44,3002,2897.0,3222,3194.0
,,,45–49,3037,2949.0,3044,3187.0
,,,50–54,2279,2853.0,2158,2838.0
,,,55–59,1699,2065.0,1700,1967.0
,,,60–64,1382,1476.0,1375,1608.0
,,,65–69,1186,1196.0,1420,1301.0
,,,70–74,987,1064.0,1210,1385.0
,,,75–79,569,836.0,827,1199.0
,,,80–84,344,437.0,639,885.0
