No.,Code,Name,Age,Males1996,Males2001,Females1996,Females2001
,,,50–54,1926,2335.0,1838,2252.0
,,,55–59,1471,1898.0,1594,1800.0
,,,60–64,1371,1523.0,1500,1623.0
,,,65–69,1435,1373.0,1529,1314.0
,,,70–74,1193,1295.0,1356,1379.0
,,,75–79,748,1006.0,1009,1162.0
,,,80–84,419,579.0,660,905.0
,,,85+,201,373.0,471,797.0
36,11103,Newcastle,0–4,3590,4552.0,3582,4281.0
,,,5–9,3471,4499.0,3521,4293.0
,,,10–14,3382,4452.0,3297,4382.0
,,,15–19,4358,4918.0,4980,5060.0
,,,20–24,9594,6071.0,9517,6091.0
,,,25–29,7950,5656.0,6566,5559.0
,,,30–34,6707,5389.0,5308,5332.0
,,,35–39,5689,5493.0,4646,5300.0
,,,40–44,4670,5325.0,4101,5253.0
,,,45–49,4966,4945.0,4454,4783.0
,,,50–54,3649,4575.0,3712,4547.0
,,,55–59,3152,3739.0,2811,3684.0
,,,60–64,2741,3061.0,2625,3137.0
,,,65–69,2783,2595.0,3143,3010.0
,,,70–74,2692,2732.0,3224,3328.0
,,,75–79,1723,2381.0,2423,3142.0
,,,80–84,995,1346.0,1943,2264.0
,,,85+,642,838.0,1701,2060.0
37,11201,Richmond Valley - Coastal,0–4,2105,2153.0,2073,2030.0
,,,5–9,2639,2568.0,2399,2426.0
,,,10–14,2711,2960.0,2529,2602.0
,,,15–19,2256,2555.0,1986,2274.0
,,,20–24,1700,1696.0,1558,1490.0
,,,25–29,1610,1752.0,1694,1890.0
,,,30–34,2088,1951.0,2288,2197.0
,,,35–39,2605,2451.0,2987,2713.0
,,,40–44,2916,2883.0,3029,3245.0
,,,45–49,2646,3024.0,2321,3093.0
,,,50–54,1748,2783.0,1645,2529.0
,,,55–59,1398,1989.0,1472,1844.0
,,,60–64,1342,1576.0,1445,1640.0
,,,65–69,1540,1382.0,1633,1529.0
,,,70–74,1425,1449.0,1548,1613.0
,,,75–79,970,1214.0,1088,1446.0
,,,80–84,516,707.0,759,992.0
,,,85+,281,418.0,477,832.0
38,11202,Richmond Valley - Hinterland,0–4,2581,2352.0,2525,2305.0
,,,5–9,2838,2649.0,2692,2609.0
,,,10–14,2867,2930.0,2744,2701.0
,,,15–19,2949,2700.0,2729,2606.0
,,,20–24,2602,2051.0,2445,2017.0
,,,25–29,2096,1835.0,2149,1903.0
,,,30–34,2318,1987.0,2428,2046.0
,,,35–39,2635,2351.0,2806,2545.0
,,,40–44,2648,2713.0,2632,2796.0
,,,45–49,2319,2698.0,2261,2693.0
,,,50–54,1696,2410.0,1700,2280.0
,,,55–59,1435,1775.0,1554,1674.0
,,,60–64,1364,1411.0,1424,1517.0
,,,65–69,1283,1300.0,1431,1269.0
,,,70–74,1096,1116.0,1321,1235.0
,,,75–79,805,845.0,1063,1076.0
,,,80–84,453,544.0,824,818.0
,,,85+,295,326.0,752,804.0
39,11203,Tweed Valley,0–4,2211,2190.0,2065,2048.0
,,,5–9,2480,2601.0,2291,2384.0
,,,10–14,2488,2702.0,2275,2596.0
,,,15–19,1910,2451.0,1844,2188.0
,,,20–24,1492,1492.0,1437,1350.0
,,,25–29,1574,1587.0,1734,1718.0
,,,30–34,1981,1888.0,2212,2074.0
,,,35–39,2436,2377.0,2596,2593.0
,,,40–44,2293,2680.0,2386,2917.0
,,,45–49,2200,2464.0,2069,2618.0
,,,50–54,1685,2466.0,1753,2344.0
,,,55–59,1560,2015.0,1661,2197.0
,,,60–64,1643,2023.0,1900,2188.0
,,,65–69,1945,2093.0,2056,2240.0
,,,70–74,1873,2130.0,1994,2238.0
,,,75–79,1188,1726.0,1383,1901.0
,,,80–84,642,934.0,799,1170.0
,,,85+,302,528.0,581,869.0
40,11301,Griffith - Murrumbidgee (West),0–4,2009,2093.0,1916,1912.0
,,,5–9,2038,2012.0,1955,1963.0
,,,10–14,1995,2050.0,1796,1919.0
,,,15–19,1814,1887.0,1531,1582.0
,,,20–24,1711,1525.0,1505,1406.0
,,,25–29,1737,1781.0,1696,1646.0
,,,30–34,1874,1755.0,1763,1735.0
,,,35–39,1910,1961.0,1742,1796.0
,,,40–44,1639,1903.0,1515,1715.0
,,,45–49,1573,1636.0,1439,1476.0
,,,50–54,1208,1530.0,1186,1407.0
,,,55–59,1192,1199.0,1084,1145.0
,,,60–64,1060,1147.0,952,1007.0
,,,65–69,938,943.0,876,916.0
,,,70–74,705,829.0,819,850.0
,,,75–79,401,571.0,502,754.0
,,,80–84,230,296.0,370,440.0
,,,85+,133,180.0,338,406.0
41,11302,Tumut - Tumbarumba,0–4,561,519.0,547,475.0
,,,5–9,617,602.0,606,558.0
,,,10–14,597,566.0,585,557.0
,,,15–19,536,494.0,421,448.0
,,,20–24,511,408.0,396,310.0
,,,25–29,500,470.0,445,421.0
,,,30–34,603,507.0,503,452.0
,,,35–39,618,623.0,604,505.0
,,,40–44,574,595.0,530,553.0
,,,45–49,540,561.0,515,514.0
,,,50–54,462,536.0,402,502.0
,,,55–59,421,442.0,375,415.0
,,,60–64,383,415.0,330,371.0
,,,65–69,343,341.0,323,311.0
,,,70–74,251,304.0,285,303.0
,,,75–79,176,222.0,219,271.0
,,,80–84,89,122.0,135,192.0
,,,85+,62,72.0,122,155.0
42,11303,Wagga Wagga,0–4,3620,3265.0,3559,3144.0
,,,5–9,3551,3484.0,3554,3293.0
,,,10–14,3457,3398.0,3584,3320.0
,,,15–19,3334,3569.0,3532,3410.0
,,,20–24,3548,3126.0,3289,2886.0
,,,25–29,3170,2947.0,3090,2688.0
,,,30–34,3287,2855.0,3204,2914.0
,,,35–39,3329,3090.0,3337,3055.0
,,,40–44,3101,3214.0,2975,3185.0
,,,45–49,2901,2997.0,2702,2898.0
,,,50–54,2251,2838.0,2183,2647.0
,,,55–59,1941,2214.0,1868,2113.0
,,,60–64,1590,1899.0,1690,1886.0
,,,65–69,1531,1499.0,1572,1660.0
,,,70–74,1134,1427.0,1440,1540.0
,,,75–79,723,978.0,1121,1334.0
,,,80–84,376,549.0,785,1024.0
,,,85+,264,373.0,676,910.0
43,11401,Shoalhaven,0–4,3250,2734.0,3078,2604.0
,,,5–9,3399,3340.0,3234,3097.0
,,,10–14,3110,3382.0,3128,3233.0
,,,15–19,2558,2735.0,2333,2583.0
,,,20–24,2141,1923.0,1992,1699.0
,,,25–29,2194,2036.0,2397,1989.0
,,,30–34,2769,2168.0,2778,2420.0
,,,35–39,2996,2807.0,3154,2943.0
,,,40–44,2691,3112.0,2825,3269.0
,,,45–49,2601,2868.0,2518,2846.0
,,,50–54,2001,2806.0,2124,2892.0
,,,55–59,1882,2541.0,1921,2743.0
,,,60–64,1789,2662.0,2056,2711.0
,,,65–69,2070,2456.0,2175,2577.0
,,,70–74,1617,2474.0,1772,2378.0
,,,75–79,1035,1699.0,1202,1805.0
,,,80–84,459,833.0,781,1121.0
,,,85+,236,454.0,580,887.0
44,11402,Southern Highlands,0–4,1438,1459.0,1281,1394.0
,,,5–9,1630,1764.0,1548,1567.0
,,,10–14,1575,1704.0,1552,1780.0
,,,15–19,1265,1464.0,1176,1410.0
,,,20–24,1042,898.0,912,842.0
,,,25–29,947,1047.0,916,1034.0
,,,30–34,1188,1249.0,1320,1338.0
,,,35–39,1513,1462.0,1630,1599.0
,,,40–44,1570,1611.0,1510,1615.0
,,,45–49,1276,1410.0,1249,1473.0
,,,50–54,1022,1389.0,1030,1481.0
,,,55–59,880,1246.0,912,1356.0
,,,60–64,775,1131.0,886,1156.0
,,,65–69,926,935.0,1003,980.0
,,,70–74,764,856.0,877,849.0
,,,75–79,538,593.0,689,714.0
,,,80–84,318,330.0,440,499.0
,,,85+,131,198.0,389,494.0
45,11501,Baulkham Hills,0–4,3178,3662.0,3012,3534.0
,,,5–9,3832,4405.0,3704,4247.0
,,,10–14,4382,4987.0,4196,4904.0
,,,15–19,4654,5095.0,4512,4967.0
,,,20–24,4556,4281.0,4115,3956.0
,,,25–29,3127,3462.0,2990,3427.0
,,,30–34,2999,3334.0,3269,3858.0
,,,35–39,3652,4214.0,4055,4738.0
,,,40–44,4005,4641.0,4568,5267.0
,,,45–49,4766,4886.0,5033,5146.0
,,,50–54,4245,4897.0,3945,4943.0
,,,55–59,2955,3736.0,2468,3313.0
,,,60–64,1822,2305.0,1645,1977.0
,,,65–69,1427,1376.0,1394,1331.0
,,,70–74,1001,1102.0,1244,1261.0
,,,75–79,625,792.0,885,1180.0
,,,80–84,326,499.0,642,950.0
,,,85+,189,374.0,547,1227.0
46,11502,Dural - Wisemans Ferry,0–4,714,729.0,677,672.0
,,,5–9,860,943.0,833,907.0
,,,10–14,981,1029.0,939,1007.0
,,,15–19,1042,1056.0,1010,995.0
,,,20–24,1020,824.0,922,728.0
,,,25–29,702,674.0,674,666.0
,,,30–34,676,719.0,736,698.0
,,,35–39,820,854.0,908,945.0
,,,40–44,899,927.0,1022,1014.0
,,,45–49,1067,928.0,1127,1022.0
,,,50–54,950,1087.0,882,1076.0
,,,55–59,661,933.0,552,836.0
,,,60–64,409,699.0,369,567.0
,,,65–69,322,440.0,314,359.0
,,,70–74,224,355.0,280,359.0
,,,75–79,140,250.0,199,305.0
,,,80–84,74,151.0,143,197.0
,,,85+,42,90.0,123,134.0
47,11503,Hawkesbury,0–4,820,846.0,772,889.0
,,,5–9,876,1110.0,866,955.0
,,,10–14,897,1078.0,821,1021.0
,,,15–19,767,929.0,743,877.0
,,,20–24,659,641.0,623,566.0
,,,25–29,612,609.0,641,699.0
,,,30–34,720,873.0,802,904.0
,,,35–39,850,986.0,937,1000.0
,,,40–44,881,1041.0,933,1042.0
,,,45–49,844,876.0,826,888.0
,,,50–54,606,907.0,623,841.0
,,,55–59,447,667.0,472,617.0
,,,60–64,370,496.0,408,410.0
,,,65–69,354,313.0,379,280.0
,,,70–74,306,287.0,375,217.0
,,,75–79,197,149.0,282,184.0
,,,80–84,126,92.0,213,109.0
,,,85+,72,29.0,154,91.0
48,11504,Rouse Hill - McGraths Hill,0–4,360,882.0,342,779.0
,,,5–9,444,717.0,426,700.0
,,,10–14,523,670.0,497,665.0
,,,15–19,562,639.0,541,601.0
,,,20–24,547,571.0,490,615.0
,,,25–29,361,756.0,344,813.0
,,,30–34,333,902.0,365,896.0
,,,35–39,412,803.0,462,737.0
,,,40–44,464,714.0,540,695.0
,,,45–49,570,660.0,609,642.0
,,,50–54,519,693.0,480,622.0
,,,55–59,357,535.0,287,446.0
,,,60–64,208,331.0,184,243.0
,,,65–69,157,202.0,147,231.0
,,,70–74,108,159.0,130,154.0
,,,75–79,67,107.0,90,122.0
,,,80–84,36,68.0,63,75.0
,,,85+,18,28.0,45,58.0
49,11601,Blacktown,0–4,4952,4578.0,4627,4422.0
,,,5–9,4610,4503.0,4270,4282.0
,,,10–14,4500,4559.0,4299,4188.0
,,,15–19,4462,4698.0,4386,4550.0
,,,20–24,4950,4589.0,4779,4572.0
,,,25–29,4671,4799.0,4715,4755.0
,,,30–34,4726,4534.0,4610,4650.0
,,,35–39,4559,4739.0,4624,4534.0
,,,40–44,4239,4434.0,4389,4667.0
,,,45–49,4108,4311.0,4053,4425.0
,,,50–54,3166,4114.0,2917,4071.0
,,,55–59,2479,2915.0,2413,2777.0
,,,60–64,2165,2234.0,2311,2264.0
,,,65–69,1810,1862.0,1940,2063.0
,,,70–74,1296,1545.0,1544,1774.0
,,,75–79,608,1023.0,975,1390.0
,,,80–84,357,468.0,540,796.0
,,,85+,141,250.0,417,578.0
50,11602,Blacktown - North,0–4,1554,2435.0,1492,2258.0
,,,5–9,1407,2030.0,1372,1968.0
,,,10–14,1381,1708.0,1356,1711.0
,,,15–19,1358,1600.0,1302,1547.0
,,,20–24,1441,1816.0,1364,1722.0
,,,25–29,1452,2198.0,1561,2314.0
,,,30–34,1452,2413.0,1404,2451.0
,,,35–39,1328,2143.0,1381,2015.0
,,,40–44,1297,1816.0,1391,1748.0
,,,45–49,1302,1538.0,1178,1423.0
,,,50–54,847,1402.0,733,1277.0
,,,55–59,554,947.0,507,817.0
,,,60–64,382,625.0,359,574.0
,,,65–69,310,412.0,332,434.0
,,,70–74,224,340.0,282,376.0
,,,75–79,106,216.0,191,321.0
,,,80–84,68,99.0,107,177.0
,,,85+,28,56.0,89,109.0
51,11603,Mount Druitt,0–4,5080,4847.0,4781,4432.0
,,,5–9,4616,5072.0,4440,4701.0
,,,10–14,4013,4303.0,4036,4172.0
,,,15–19,3544,3845.0,3537,3818.0
,,,20–24,3636,3372.0,3824,3413.0
,,,25–29,3985,3494.0,4358,3906.0
,,,30–34,3957,3896.0,4153,4134.0
,,,35–39,3467,3916.0,3639,4045.0
,,,40–44,2990,3453.0,3167,3499.0
,,,45–49,3005,2944.0,3098,3082.0
,,,50–54,2358,2844.0,2337,2951.0
,,,55–59,1637,2136.0,1479,2111.0
,,,60–64,1091,1528.0,1084,1485.0
,,,65–69,800,1000.0,910,1058.0
,,,70–74,538,734.0,666,875.0
,,,75–79,240,479.0,387,609.0
,,,80–84,111,200.0,258,365.0
,,,85+,62,120.0,230,363.0
52,11701,Botany,0–4,1099,1218.0,1049,1149.0
,,,5–9,988,1093.0,984,1115.0
,,,10–14,1042,1070.0,941,1039.0
,,,15–19,1198,1224.0,1150,1091.0
,,,20–24,1668,1337.0,1590,1346.0
,,,25–29,1739,1476.0,1774,1465.0
,,,30–34,1808,1517.0,1662,1514.0
,,,35–39,1675,1573.0,1481,1424.0
,,,40–44,1326,1442.0,1330,1345.0
,,,45–49,1248,1260.0,1244,1255.0
,,,50–54,984,1166.0,1053,1185.0
,,,55–59,834,974.0,790,1022.0
,,,60–64,679,853.0,651,869.0
,,,65–69,629,710.0,691,703.0
,,,70–74,422,620.0,588,735.0
,,,75–79,231,427.0,417,572.0
,,,80–84,127,248.0,246,394.0
,,,85+,97,174.0,279,361.0
53,11702,Marrickville - Sydenham - Petersham,0–4,1695,1424.0,1589,1349.0
,,,5–9,1356,1163.0,1280,1201.0
,,,10–14,1306,1113.0,1277,1040.0
,,,15–19,1487,1365.0,1499,1354.0
,,,20–24,2488,2127.0,2611,2248.0
,,,25–29,3083,2730.0,3028,2721.0
,,,30–34,3164,2843.0,2939,2714.0
,,,35–39,2807,2561.0,2538,2297.0
,,,40–44,2180,2156.0,2043,1991.0
,,,45–49,1859,1808.0,1724,1718.0
,,,50–54,1510,1614.0,1313,1491.0
,,,55–59,1233,1302.0,1091,1093.0
,,,60–64,1111,1027.0,968,976.0
,,,65–69,928,913.0,808,818.0
,,,70–74,632,750.0,641,706.0
,,,75–79,363,474.0,500,567.0
,,,80–84,222,264.0,366,427.0
,,,85+,132,208.0,351,444.0
54,11703,Sydney Inner City,0–4,2135,2532.0,1998,2264.0
,,,5–9,1749,1970.0,1688,1679.0
,,,10–14,1581,1922.0,1563,1794.0
,,,15–19,2758,3222.0,2986,3534.0
,,,20–24,7006,7660.0,7157,8076.0
,,,25–29,8667,10840.0,7600,9709.0
,,,30–34,7754,9887.0,5820,7481.0
,,,35–39,5841,7630.0,4272,5136.0
,,,40–44,4567,5656.0,3457,3954.0
,,,45–49,3977,4480.0,3080,3558.0
,,,50–54,3009,4142.0,2413,3353.0
,,,55–59,2538,3125.0,1991,2523.0
,,,60–64,2105,2488.0,1618,2019.0
,,,65–69,1882,2027.0,1605,1696.0
,,,70–74,1387,1762.0,1455,1658.0
,,,75–79,842,1236.0,1154,1363.0
,,,80–84,481,589.0,811,959.0
,,,85+,314,401.0,736,848.0
55,11801,Eastern Suburbs - North,0–4,2887,2966.0,2773,2863.0
,,,5–9,2511,2601.0,2543,2509.0
,,,10–14,2662,2597.0,2638,2694.0
,,,15–19,3129,2808.0,3341,2988.0
,,,20–24,5329,4133.0,5900,4588.0
,,,25–29,6936,6623.0,7622,7282.0
,,,30–34,6608,6515.0,6363,6551.0
,,,35–39,5407,5183.0,5001,4884.0
,,,40–44,4399,4387.0,4438,4249.0
,,,45–49,4475,3781.0,4589,3913.0
,,,50–54,3513,4003.0,3553,4291.0
,,,55–59,2682,3151.0,2707,3128.0
,,,60–64,2157,2382.0,2274,2480.0
,,,65–69,2022,1899.0,2320,2050.0
,,,70–74,1812,1817.0,2587,2141.0
,,,75–79,1380,1516.0,2016,2264.0
,,,80–84,825,1007.0,1662,1663.0
,,,85+,593,754.0,1329,1713.0
56,11802,Eastern Suburbs - South,0–4,3222,3317.0,3068,3109.0
,,,5–9,3000,2901.0,2827,2729.0
,,,10–14,2958,2846.0,2765,2623.0
,,,15–19,3977,3878.0,3864,3757.0
,,,20–24,6854,6589.0,6569,6320.0
,,,25–29,6406,6687.0,6022,6510.0
,,,30–34,5788,5877.0,5338,5843.0
,,,35–39,4901,5279.0,4751,5075.0
,,,40–44,4168,4348.0,4236,4332.0
,,,45–49,3897,3924.0,4029,4046.0
,,,50–54,3307,3662.0,3232,3840.0
,,,55–59,2825,2920.0,2717,2949.0
,,,60–64,2373,2454.0,2463,2395.0
,,,65–69,2377,1991.0,2631,2173.0
,,,70–74,2058,1897.0,2610,2279.0
,,,75–79,1434,1546.0,1983,2104.0
,,,80–84,975,904.0,1533,1460.0
,,,85+,448,599.0,1090,1293.0
57,11901,Bankstown,0–4,5203,5455.0,4982,5134.0
,,,5–9,5161,5429.0,4784,5182.0
,,,10–14,5027,5190.0,4802,4972.0
,,,15–19,5146,5234.0,4889,4977.0
,,,20–24,5753,5146.0,5745,5149.0
,,,25–29,5453,5411.0,5364,5719.0
,,,30–34,5379,5483.0,5316,5411.0
,,,35–39,5370,5570.0,5131,5474.0
,,,40–44,4724,5405.0,4726,5217.0
,,,45–49,4621,4812.0,4667,4741.0
,,,50–54,3970,4465.0,3722,4615.0
,,,55–59,3294,3830.0,3255,3539.0
,,,60–64,2914,3023.0,3209,3028.0
,,,65–69,2992,2578.0,3563,2897.0
,,,70–74,2676,2642.0,3326,3184.0
,,,75–79,1607,2118.0,2101,2865.0
,,,80–84,725,1121.0,1151,1687.0
,,,85+,354,615.0,891,1219.0
58,11902,Canterbury,0–4,5150,4891.0,4741,4475.0
,,,5–9,4235,4524.0,3987,4124.0
,,,10–14,3987,3936.0,3950,3708.0
,,,15–19,4005,3956.0,4054,3983.0
,,,20–24,4809,4288.0,4958,4375.0
,,,25–29,5455,4843.0,5600,4969.0
,,,30–34,5713,5169.0,5558,5192.0
,,,35–39,5384,5351.0,4936,4998.0
,,,40–44,4309,4761.0,4254,4554.0
,,,45–49,3927,3933.0,3816,3933.0
,,,50–54,3283,3661.0,3043,3433.0
,,,55–59,3022,3008.0,2835,2712.0
,,,60–64,2625,2700.0,2566,2566.0
,,,65–69,2400,2320.0,2486,2305.0
,,,70–74,1880,2014.0,2243,2078.0
,,,75–79,1169,1432.0,1574,1830.0
,,,80–84,611,832.0,1065,1176.0
,,,85+,331,522.0,820,1054.0
59,11903,Hurstville,0–4,3358,3402.0,2985,3288.0
,,,5–9,3128,3517.0,2900,3193.0
,,,10–14,3151,3413.0,2945,3242.0
,,,15–19,3292,3683.0,3253,3483.0
,,,20–24,4241,3830.0,4002,3681.0
,,,25–29,4039,3818.0,4080,3950.0
,,,30–34,4208,3933.0,4068,4273.0
,,,35–39,3885,4326.0,3871,4404.0
,,,40–44,3444,4108.0,3582,4211.0
,,,45–49,3462,3694.0,3624,3794.0
,,,50–54,2963,3496.0,2931,3525.0
,,,55–59,2527,2969.0,2522,2861.0
,,,60–64,2237,2400.0,2223,2445.0
,,,65–69,2007,2037.0,2339,2241.0
,,,70–74,1934,1892.0,2435,2281.0
,,,75–79,1342,1655.0,1870,2288.0
,,,80–84,732,1024.0,1292,1675.0
,,,85+,430,599.0,1001,1467.0
60,11904,Kogarah - Rockdale,0–4,3631,3738.0,3449,3702.0
,,,5–9,3160,3259.0,3008,3224.0
,,,10–14,2984,2996.0,2994,2935.0
,,,15–19,3330,3307.0,3294,3237.0
,,,20–24,4223,3981.0,4477,3931.0
,,,25–29,4676,4856.0,4793,4895.0
,,,30–34,4997,4674.0,4754,4844.0
,,,35–39,4374,4732.0,4173,4660.0
,,,40–44,3757,4138.0,3778,4080.0
,,,45–49,3765,3623.0,3682,3744.0
,,,50–54,3186,3692.0,3150,3700.0
,,,55–59,2779,3045.0,2764,2995.0
,,,60–64,2419,2594.0,2499,2682.0
,,,65–69,2219,2251.0,2456,2284.0
,,,70–74,1864,1948.0,2578,2238.0
,,,75–79,1474,1599.0,2122,2288.0
,,,80–84,864,1136.0,1604,1772.0
,,,85+,517,711.0,1248,1705.0
61,12001,Canada Bay,0–4,1631,1858.0,1470,1736.0
,,,5–9,1549,1670.0,1437,1556.0
,,,10–14,1402,1612.0,1387,1453.0
,,,15–19,1527,1550.0,1477,1615.0
,,,20–24,2075,1950.0,2356,2003.0
,,,25–29,2479,2513.0,2571,2808.0
,,,30–34,2417,2803.0,2567,2977.0
,,,35–39,2253,2541.0,2269,2737.0
,,,40–44,1926,2300.0,2076,2357.0
,,,45–49,1960,1994.0,2008,2106.0
,,,50–54,1658,2032.0,1646,2113.0
,,,55–59,1390,1606.0,1386,1632.0
,,,60–64,1218,1349.0,1235,1404.0
,,,65–69,1158,1151.0,1265,1236.0
,,,70–74,933,1059.0,1232,1245.0
,,,75–79,613,806.0,963,1138.0
,,,80–84,374,497.0,693,788.0
,,,85+,244,307.0,596,728.0
62,12002,Leichhardt,0–4,1211,1384.0,1186,1357.0
,,,5–9,1028,1016.0,951,963.0
,,,10–14,866,896.0,896,800.0
,,,15–19,989,931.0,1127,930.0
,,,20–24,1930,1631.0,2302,1933.0
,,,25–29,2757,2748.0,3184,3337.0
,,,30–34,2859,3304.0,3006,3426.0
,,,35–39,2266,2646.0,2216,2599.0
,,,40–44,1843,1972.0,2031,2023.0
,,,45–49,1780,1709.0,1810,1887.0
,,,50–54,1318,1730.0,1344,1830.0
,,,55–59,967,1253.0,936,1222.0
,,,60–64,792,887.0,735,867.0
,,,65–69,678,708.0,741,689.0
,,,70–74,567,593.0,645,652.0
,,,75–79,376,430.0,486,555.0
,,,80–84,220,244.0,406,393.0
,,,85+,141,164.0,355,437.0
63,12003,Strathfield - Burwood - Ashfield,0–4,3902,3708.0,3652,3366.0
,,,5–9,3452,3582.0,3280,3458.0
,,,10–14,3403,3715.0,3352,3541.0
,,,15–19,3566,4052.0,3662,3902.0
,,,20–24,5382,4814.0,5030,4795.0
,,,25–29,5559,5739.0,5699,5479.0
,,,30–34,6291,5330.0,6081,5523.0
,,,35–39,5845,5524.0,5604,5644.0
,,,40–44,5016,5073.0,4837,5247.0
,,,45–49,4356,4468.0,4195,4644.0
,,,50–54,3257,4081.0,3146,4054.0
,,,55–59,2974,3043.0,2734,2891.0
,,,60–64,2614,2581.0,2620,2614.0
,,,65–69,2556,2338.0,2563,2298.0
,,,70–74,1911,2066.0,2364,2284.0
,,,75–79,1258,1512.0,1973,2015.0
,,,80–84,837,885.0,1558,1614.0
,,,85+,539,694.0,1749,1777.0
64,12101,Chatswood - Lane Cove,0–4,2722,2987.0,2488,2812.0
,,,5–9,2433,2693.0,2313,2540.0
,,,10–14,2448,2558.0,2249,2346.0
,,,15–19,2681,2768.0,2584,2601.0
,,,20–24,3494,3365.0,3759,3457.0
,,,25–29,3875,4072.0,3952,4271.0
,,,30–34,3804,3946.0,3972,4220.0
,,,35–39,3674,3893.0,3661,4014.0
,,,40–44,3137,3572.0,3493,3670.0
,,,45–49,3427,3130.0,3499,3430.0
,,,50–54,2624,3161.0,2567,3302.0
,,,55–59,1921,2359.0,1875,2334.0
,,,60–64,1481,1784.0,1663,1780.0
,,,65–69,1427,1357.0,1648,1545.0
,,,70–74,1227,1337.0,1730,1590.0
,,,75–79,896,1107.0,1454,1595.0
,,,80–84,613,697.0,1208,1262.0
,,,85+,357,506.0,1071,1402.0
65,12102,Hornsby,0–4,2187,2496.0,2100,2395.0
,,,5–9,2455,2442.0,2438,2321.0
,,,10–14,2556,2437.0,2522,2508.0
,,,15–19,2598,2542.0,2636,2607.0
,,,20–24,2605,2367.0,2392,2293.0
,,,25–29,2047,2513.0,2008,2467.0
,,,30–34,2202,2742.0,2352,2755.0
,,,35–39,2540,2901.0,2734,2922.0
,,,40–44,2586,2864.0,2777,2977.0
,,,45–49,2764,2571.0,2828,2664.0
,,,50–54,2273,2408.0,2171,2631.0
,,,55–59,1690,2132.0,1668,1907.0
,,,60–64,1286,1458.0,1258,1410.0
,,,65–69,1119,1008.0,1222,1087.0
,,,70–74,914,944.0,1148,1078.0
,,,75–79,601,739.0,933,1001.0
,,,80–84,346,418.0,738,738.0
,,,85+,236,276.0,739,743.0
66,12103,Ku-ring-gai,0–4,3182,2875.0,2935,2818.0
,,,5–9,3127,3758.0,2995,3603.0
,,,10–14,3118,4099.0,3075,4232.0
,,,15–19,3361,4243.0,3536,4362.0
,,,20–24,4195,3684.0,4262,3369.0
,,,25–29,4044,2319.0,4086,2203.0
,,,30–34,3937,2263.0,4133,2559.0
,,,35–39,4039,3176.0,4186,3792.0
,,,40–44,3773,3916.0,4193,4425.0
,,,45–49,4242,3912.0,4430,4438.0
,,,50–54,3359,4119.0,3257,4439.0
,,,55–59,2511,3355.0,2408,3397.0
,,,60–64,1982,2531.0,2120,2511.0
,,,65–69,1907,2028.0,2076,2155.0
,,,70–74,1584,1929.0,2107,2240.0
,,,75–79,1116,1552.0,1780,2074.0
,,,80–84,765,916.0,1455,1601.0
,,,85+,456,672.0,1276,1705.0
67,12104,North Sydney - Mosman,0–4,2291,1991.0,2110,1868.0
,,,5–9,2007,1572.0,1942,1509.0
,,,10–14,1906,1533.0,2032,1428.0
,,,15–19,2138,1711.0,2121,1795.0
,,,20–24,2939,2928.0,3265,3465.0
,,,25–29,3763,5187.0,4208,5868.0
,,,30–34,3658,5065.0,4275,5213.0
,,,35–39,3268,3721.0,3687,3810.0
,,,40–44,2995,3071.0,3417,3095.0
,,,45–49,3404,2679.0,3792,3025.0
,,,50–54,2922,2870.0,2901,3239.0
,,,55–59,2052,2451.0,1961,2568.0
,,,60–64,1331,1675.0,1440,1809.0
,,,65–69,1322,1240.0,1500,1388.0
,,,70–74,1153,1050.0,1602,1361.0
,,,75–79,807,850.0,1442,1394.0
,,,80–84,490,568.0,1267,1182.0
,,,85+,443,410.0,1186,1215.0
68,12201,Manly,0–4,1085,1241.0,1036,1161.0
,,,5–9,970,1069.0,836,943.0
,,,10–14,813,958.0,778,822.0
,,,15–19,928,861.0,902,861.0
,,,20–24,1382,1225.0,1458,1234.0
,,,25–29,1881,1939.0,1943,1851.0
,,,30–34,1865,1795.0,1869,1842.0
,,,35–39,1619,1803.0,1533,1785.0
,,,40–44,1358,1519.0,1330,1433.0
,,,45–49,1304,1247.0,1317,1256.0
,,,50–54,1137,1235.0,1090,1202.0
,,,55–59,852,1028.0,827,973.0
,,,60–64,655,739.0,720,743.0
,,,65–69,713,594.0,869,664.0
,,,70–74,675,611.0,926,790.0
,,,75–79,501,558.0,777,758.0
,,,80–84,337,342.0,558,608.0
,,,85+,153,226.0,471,512.0
69,12202,Pittwater,0–4,1815,1807.0,1718,1711.0
,,,5–9,1799,1875.0,1725,1749.0
,,,10–14,1755,1761.0,1745,1783.0
,,,15–19,1778,1776.0,1640,1711.0
,,,20–24,1960,1673.0,1672,1491.0
,,,25–29,1773,1707.0,1731,1651.0
,,,30–34,2029,1911.0,2026,1968.0
,,,35–39,2191,2164.0,2223,2212.0
,,,40–44,2222,2270.0,2236,2279.0
,,,45–49,2243,2088.0,2164,2248.0
,,,50–54,1892,2170.0,1863,2129.0
,,,55–59,1430,1802.0,1393,1742.0
,,,60–64,1070,1393.0,1085,1290.0
,,,65–69,990,966.0,1048,1005.0
,,,70–74,843,876.0,1003,999.0
,,,75–79,587,693.0,872,878.0
,,,80–84,408,439.0,691,755.0
,,,85+,250,336.0,636,737.0
