No.,Code,Area name,Sex,Age group,2001,2006,2011
94,20203,Loddon - Elmore,Males,30–34,310,272.313732060654,243.312402361689
94,20203,Loddon - Elmore,Males,35–39,401,372.295690665058,334.045304185342
94,20203,Loddon - Elmore,Males,40–44,507,433.485445772002,401.727595741
94,20203,Loddon - Elmore,Males,45–49,485,494.136893813327,434.888047967243
94,20203,Loddon - Elmore,Males,50–54,489,482.355073208401,486.822001481743
94,20203,Loddon - Elmore,Males,55–59,379,485.427270727865,474.844334395591
94,20203,Loddon - Elmore,Males,60–64,344,377.488461476683,470.468961880573
94,20203,Loddon - Elmore,Males,65–69,323,342.263827284648,376.750998498372
94,20203,Loddon - Elmore,Males,70–74,296,278.013064730741,299.732566478802
94,20203,Loddon - Elmore,Males,75–79,199,243.033110843414,232.015472394824
94,20203,Loddon - Elmore,Males,80–84,126,136.113691697995,169.403341693341
94,20203,Loddon - Elmore,Males,85,80,94.3890192670138,108.328834850125
95,20301,Barwon - West,Females,0–4,418,399.911285837219,383.07306946794
95,20301,Barwon - West,Females,5–9,515,503.763180013124,482.16463425952
95,20301,Barwon - West,Females,10–14,560,581.675174868917,574.140652556956
95,20301,Barwon - West,Females,15–19,442,544.408364979376,565.512189909
95,20301,Barwon - West,Females,20–24,273,301.270296931964,350.096243819489
95,20301,Barwon - West,Females,25–29,290,257.199470515252,277.355464968149
95,20301,Barwon - West,Females,30–34,456,408.646241054783,386.900469271456
95,20301,Barwon - West,Females,35–39,589,570.8720124385,546.293234269392
95,20301,Barwon - West,Females,40–44,579,634.5968149442,629.169101202988
95,20301,Barwon - West,Females,45–49,539,631.128576936407,680.377430006235
95,20301,Barwon - West,Females,50–54,500,620.85604819507,710.647304526922
95,20301,Barwon - West,Females,55–59,352,548.572497206994,658.094294298239
95,20301,Barwon - West,Females,60–64,260,366.940540238998,548.629477376937
95,20301,Barwon - West,Females,65–69,180,222.823018052022,311.746379146855
95,20301,Barwon - West,Females,70–74,143,119.623963940482,151.073286747708
95,20301,Barwon - West,Females,75–79,129,79.5720370004048,67.5523714489057
95,20301,Barwon - West,Females,80–84,73,67.8698527103757,43.354551771756
95,20301,Barwon - West,Females,85,67,57.4662132494058,53.2273272992382
95,20301,Barwon - West,Males,0–4,492,431.502165403315,413.90120784944
95,20301,Barwon - West,Males,5–9,549,559.356350043085,508.864111491304
95,20301,Barwon - West,Males,10–14,597,618.699495537777,627.049105194175
95,20301,Barwon - West,Males,15–19,473,579.635140047592,601.233438731059
95,20301,Barwon - West,Males,20–24,304,349.419862668955,406.864084897262
95,20301,Barwon - West,Males,25–29,321,288.138547588995,315.656621716539
95,20301,Barwon - West,Males,30–34,426,411.414015935721,389.527002924633
95,20301,Barwon - West,Males,35–39,510,526.665764433232,520.44737236101
95,20301,Barwon - West,Males,40–44,604,573.481028506399,589.713985061859
95,20301,Barwon - West,Males,45–49,564,645.93845401358,629.353940431769
95,20301,Barwon - West,Males,50–54,531,640.923197318847,720.746041411226
95,20301,Barwon - West,Males,55–59,412,577.603151604607,675.466378268619
95,20301,Barwon - West,Males,60–64,321,415.96343051514,569.99856587516
95,20301,Barwon - West,Males,65–69,229,267.435493813044,349.47426608102
95,20301,Barwon - West,Males,70–74,173,145.999063020119,177.383967129347
95,20301,Barwon - West,Males,75–79,109,89.8558854381981,78.5049495265209
95,20301,Barwon - West,Males,80–84,77,43.7514445753445,38.5492616112835
95,20301,Barwon - West,Males,85,41,33.0180131578442,23.5113864502691
96,20302,Geelong,Females,0–4,5051,4533.76381173053,4294.79653839664
96,20302,Geelong,Females,5–9,5212,5143.7841548316,4650.8709127211
96,20302,Geelong,Females,10–14,5293,5319.93665779541,5221.10799982774
96,20302,Geelong,Females,15–19,5742,5587.57140988089,5607.88093169061
96,20302,Geelong,Females,20–24,5477,5403.01625632296,5360.33177880464
96,20302,Geelong,Females,25–29,5578,5135.28548655064,5189.67767334477
96,20302,Geelong,Females,30–34,5680,5633.81661821845,5241.8150917831
96,20302,Geelong,Females,35–39,5867,5816.580150238,5734.07983802583
96,20302,Geelong,Females,40–44,5875,5934.06589083263,5891.76053525949
96,20302,Geelong,Females,45–49,5532,5831.51684588682,5877.23591728666
96,20302,Geelong,Females,50–54,5324,5379.37343196604,5675.46473798763
96,20302,Geelong,Females,55–59,3960,5101.28867352019,5177.00190959535
96,20302,Geelong,Females,60–64,3507,3863.06723250351,4946.75340589881
96,20302,Geelong,Females,65–69,3247,3459.97370528685,3858.13810836231
96,20302,Geelong,Females,70–74,3298,3160.06543135407,3407.41722245518
96,20302,Geelong,Females,75–79,3139,3165.38235983328,3061.3756483051
96,20302,Geelong,Females,80–84,2008,2807.09568967915,2865.88284026995
96,20302,Geelong,Females,85,1907,2325.18199186582,3025.26600038757
96,20302,Geelong,Males,0–4,5226,4769.80458005705,4519.69787990926
96,20302,Geelong,Males,5–9,5546,5380.24863366354,4922.73569972963
96,20302,Geelong,Males,10–14,5547,5653.62429430996,5477.43385446438
96,20302,Geelong,Males,15–19,5780,5770.90265865681,5852.86889843017
96,20302,Geelong,Males,20–24,5366,5264.28069246085,5277.59289268774
96,20302,Geelong,Males,25–29,5694,5065.08906529565,5086.10211705378
96,20302,Geelong,Males,30–34,5677,5578.1864188166,5110.17164626611
96,20302,Geelong,Males,35–39,5650,5672.65854604223,5545.95182717053
96,20302,Geelong,Males,40–44,5655,5674.95208063257,5662.02853782097
96,20302,Geelong,Males,45–49,5334,5563.12392795938,5571.60810683822
96,20302,Geelong,Males,50–54,5165,5138.37575201957,5371.36488017148
96,20302,Geelong,Males,55–59,3918,4914.04349780029,4910.11716894187
96,20302,Geelong,Males,60–64,3289,3788.23146416803,4724.78714984515
96,20302,Geelong,Males,65–69,2936,3167.77452810923,3681.68808305649
96,20302,Geelong,Males,70–74,2769,2714.41021893375,2991.48823680326
96,20302,Geelong,Males,75–79,2201,2406.40094344585,2404.61924503668
96,20302,Geelong,Males,80–84,1235,1786.7294326535,1990.92618607385
96,20302,Geelong,Males,85,898,1129.75158241999,1540.47333922122
97,20303,Surf Coast - Bellarine Peninsula,Females,0–4,1438,1377.56935518305,1353.00727465693
97,20303,Surf Coast - Bellarine Peninsula,Females,5–9,1694,1698.74740336209,1620.72729048414
97,20303,Surf Coast - Bellarine Peninsula,Females,10–14,1812,1793.81977189515,1795.38508931858
97,20303,Surf Coast - Bellarine Peninsula,Females,15–19,1465,1695.6654824355,1699.50105529311
97,20303,Surf Coast - Bellarine Peninsula,Females,20–24,1034,1188.93379766542,1311.94831550701
97,20303,Surf Coast - Bellarine Peninsula,Females,25–29,1325,1271.07011310787,1374.74549571534
97,20303,Surf Coast - Bellarine Peninsula,Females,30–34,1649,1631.64203240168,1575.81367207514
97,20303,Surf Coast - Bellarine Peninsula,Females,35–39,1827,1837.69745509066,1835.29524185553
97,20303,Surf Coast - Bellarine Peninsula,Females,40–44,2073,2052.34516632696,2079.27854585761
97,20303,Surf Coast - Bellarine Peninsula,Females,45–49,1911,2076.87416299952,2081.11005500937
97,20303,Surf Coast - Bellarine Peninsula,Females,50–54,1692,2056.87410005715,2229.32718273297
97,20303,Surf Coast - Bellarine Peninsula,Females,55–59,1445,1947.38200782695,2276.89182149204
97,20303,Surf Coast - Bellarine Peninsula,Females,60–64,1354,1659.22031555085,2173.17869632929
97,20303,Surf Coast - Bellarine Peninsula,Females,65–69,1266,1431.47940783275,1738.44819401726
97,20303,Surf Coast - Bellarine Peninsula,Females,70–74,1300,1211.50391735073,1379.46697275925
97,20303,Surf Coast - Bellarine Peninsula,Females,75–79,1089,1065.87489467824,1007.36363029407
97,20303,Surf Coast - Bellarine Peninsula,Females,80–84,664,777.955295991807,775.251051606002
97,20303,Surf Coast - Bellarine Peninsula,Females,85,569,568.410151133457,635.625274046065
97,20303,Surf Coast - Bellarine Peninsula,Males,0–4,1588,1467.64989209483,1442.11542452061
97,20303,Surf Coast - Bellarine Peninsula,Males,5–9,1867,1822.81791840315,1706.363144449
97,20303,Surf Coast - Bellarine Peninsula,Males,10–14,1879,1931.00317717775,1896.23981418742
97,20303,Surf Coast - Bellarine Peninsula,Males,15–19,1549,1789.37550152746,1841.78018236347
97,20303,Surf Coast - Bellarine Peninsula,Males,20–24,1222,1343.65531963599,1485.05569437955
97,20303,Surf Coast - Bellarine Peninsula,Males,25–29,1344,1339.3090056489,1429.24091713689
97,20303,Surf Coast - Bellarine Peninsula,Males,30–34,1423,1577.50969597638,1544.51110731322
97,20303,Surf Coast - Bellarine Peninsula,Males,35–39,1749,1671.88990229977,1752.25889616181
97,20303,Surf Coast - Bellarine Peninsula,Males,40–44,1915,1919.57653271835,1885.05110952544
97,20303,Surf Coast - Bellarine Peninsula,Males,45–49,1850,1946.66822350791,1965.66653939051
97,20303,Surf Coast - Bellarine Peninsula,Males,50–54,1700,2032.11625565135,2148.4227250803
97,20303,Surf Coast - Bellarine Peninsula,Males,55–59,1314,1902.39193250333,2193.33162455332
97,20303,Surf Coast - Bellarine Peninsula,Males,60–64,1242,1504.66555913483,2067.50371820195
97,20303,Surf Coast - Bellarine Peninsula,Males,65–69,1159,1331.02712430243,1606.52882405681
97,20303,Surf Coast - Bellarine Peninsula,Males,70–74,1186,1109.17211687549,1290.91730077571
97,20303,Surf Coast - Bellarine Peninsula,Males,75–79,899,930.517262875247,896.265951763217
97,20303,Surf Coast - Bellarine Peninsula,Males,80–84,499,544.897411521765,586.18690594876
97,20303,Surf Coast - Bellarine Peninsula,Males,85,296,279.186364407908,306.264144553737
98,20401,Upper Goulburn Valley,Females,0–4,1382,1179.68746049604,1082.56857581213
98,20401,Upper Goulburn Valley,Females,5–9,1634,1465.84906086478,1284.71232342198
98,20401,Upper Goulburn Valley,Females,10–14,1767,1664.33606471772,1525.36072658234
98,20401,Upper Goulburn Valley,Females,15–19,1488,1524.15191999993,1457.92958759064
98,20401,Upper Goulburn Valley,Females,20–24,942,991.957690940571,1009.49296525813
98,20401,Upper Goulburn Valley,Females,25–29,1197,1031.14994424535,1057.79667064054
98,20401,Upper Goulburn Valley,Females,30–34,1507,1372.61144544034,1241.80065961896
98,20401,Upper Goulburn Valley,Females,35–39,1694,1578.31810947818,1482.73840293825
98,20401,Upper Goulburn Valley,Females,40–44,1832,1710.88327860484,1628.84178935158
98,20401,Upper Goulburn Valley,Females,45–49,1699,1759.6615425497,1671.19878875752
98,20401,Upper Goulburn Valley,Females,50–54,1643,1769.90057008191,1834.11290514011
98,20401,Upper Goulburn Valley,Females,55–59,1366,1760.19185077632,1868.69308573425
98,20401,Upper Goulburn Valley,Females,60–64,1115,1440.81611147169,1825.84032127572
98,20401,Upper Goulburn Valley,Females,65–69,985,1156.85767653965,1457.04651998223
98,20401,Upper Goulburn Valley,Females,70–74,934,966.670967901074,1126.0250547977
98,20401,Upper Goulburn Valley,Females,75–79,741,888.674435775521,916.382011910198
98,20401,Upper Goulburn Valley,Females,80–84,492,652.418153154589,777.515733083224
98,20401,Upper Goulburn Valley,Females,85,508,582.087078700577,717.909807741772
98,20401,Upper Goulburn Valley,Males,0–4,1471,1250.83266879609,1148.47450319756
98,20401,Upper Goulburn Valley,Males,5–9,1773,1565.27296204973,1371.047300963
98,20401,Upper Goulburn Valley,Males,10–14,1952,1814.34808982211,1643.35647568933
98,20401,Upper Goulburn Valley,Males,15–19,1708,1685.9966971189,1593.92342478191
98,20401,Upper Goulburn Valley,Males,20–24,1089,1181.84392167641,1174.6196379606
98,20401,Upper Goulburn Valley,Males,25–29,1197,1117.97945160335,1161.0694559993
98,20401,Upper Goulburn Valley,Males,30–34,1415,1333.346259611,1241.89450110529
98,20401,Upper Goulburn Valley,Males,35–39,1619,1474.62288617917,1404.81474646742
98,20401,Upper Goulburn Valley,Males,40–44,1778,1613.39912677285,1512.82072686328
98,20401,Upper Goulburn Valley,Males,45–49,1758,1739.93208987673,1621.04094429849
98,20401,Upper Goulburn Valley,Males,50–54,1788,1828.87227643492,1831.73729129461
98,20401,Upper Goulburn Valley,Males,55–59,1467,1880.06127037536,1912.75159433793
98,20401,Upper Goulburn Valley,Males,60–64,1243,1541.51183877076,1935.11135779313
98,20401,Upper Goulburn Valley,Males,65–69,990,1245.44273831065,1527.65707187643
98,20401,Upper Goulburn Valley,Males,70–74,973,959.966003705727,1191.00527689567
98,20401,Upper Goulburn Valley,Males,75–79,686,862.179257203033,864.757853470025
98,20401,Upper Goulburn Valley,Males,80–84,388,528.474566887673,670.096641278865
98,20401,Upper Goulburn Valley,Males,85,207,303.741510027887,425.114914940552
99,20402,Wangaratta - Benalla,Females,0–4,1299,1121.75914465076,1042.37263836125
99,20402,Wangaratta - Benalla,Females,5–9,1614,1469.20886044202,1298.16844219555
99,20402,Wangaratta - Benalla,Females,10–14,1615,1631.02261426589,1507.52785943381
99,20402,Wangaratta - Benalla,Females,15–19,1481,1421.30692064988,1427.79306910623
99,20402,Wangaratta - Benalla,Females,20–24,977,1002.71349718313,983.635190438927
99,20402,Wangaratta - Benalla,Females,25–29,1127,1019.17577425853,1034.43550291135
99,20402,Wangaratta - Benalla,Females,30–34,1300,1241.05443461044,1139.786663157
99,20402,Wangaratta - Benalla,Females,35–39,1555,1463.29722524072,1405.24571124951
99,20402,Wangaratta - Benalla,Females,40–44,1745,1631.09777996072,1561.3843289476
99,20402,Wangaratta - Benalla,Females,45–49,1582,1697.49786470242,1612.56659210929
99,20402,Wangaratta - Benalla,Females,50–54,1544,1571.21646647875,1673.0894828285
99,20402,Wangaratta - Benalla,Females,55–59,1263,1544.36649797634,1570.47332617495
99,20402,Wangaratta - Benalla,Females,60–64,1074,1258.72095940621,1537.49306465984
99,20402,Wangaratta - Benalla,Females,65–69,954,1059.76876738447,1238.38822243973
99,20402,Wangaratta - Benalla,Females,70–74,1002,943.47360465903,1048.37268528369
99,20402,Wangaratta - Benalla,Females,75–79,870,946.73488602198,900.159794648614
99,20402,Wangaratta - Benalla,Females,80–84,608,758.925855280682,828.650900214569
99,20402,Wangaratta - Benalla,Females,85,609,704.2084858244,847.913855630975
99,20402,Wangaratta - Benalla,Males,0–4,1371,1187.16808221247,1103.60751677843
99,20402,Wangaratta - Benalla,Males,5–9,1640,1514.6223308269,1340.48726760283
99,20402,Wangaratta - Benalla,Males,10–14,1727,1689.18140083747,1575.76457708337
99,20402,Wangaratta - Benalla,Males,15–19,1596,1511.66587501286,1484.61227213308
99,20402,Wangaratta - Benalla,Males,20–24,983,1040.70929432946,1007.75849028838
99,20402,Wangaratta - Benalla,Males,25–29,1122,1024.66687510292,1049.5219968277
99,20402,Wangaratta - Benalla,Males,30–34,1294,1222.35255574618,1126.19374788285
99,20402,Wangaratta - Benalla,Males,35–39,1438,1391.25099151026,1324.94924857936
99,20402,Wangaratta - Benalla,Males,40–44,1624,1502.76615770775,1457.84725662096
99,20402,Wangaratta - Benalla,Males,45–49,1601,1604.09747386642,1513.55162307035
99,20402,Wangaratta - Benalla,Males,50–54,1518,1569.20584047476,1586.01459606063
99,20402,Wangaratta - Benalla,Males,55–59,1258,1504.9888484739,1543.72047923963
99,20402,Wangaratta - Benalla,Males,60–64,1090,1250.33706141962,1493.01767323356
99,20402,Wangaratta - Benalla,Males,65–69,886,1046.63930071548,1209.39231938961
99,20402,Wangaratta - Benalla,Males,70–74,863,838.036982891337,989.550438862906
99,20402,Wangaratta - Benalla,Males,75–79,691,751.782611648999,743.52960915231
99,20402,Wangaratta - Benalla,Males,80–84,370,535.657408212504,594.938365247245
99,20402,Wangaratta - Benalla,Males,85,280,332.808315242957,445.940029501861
100,20403,Wodonga - Alpine,Females,0–4,2100,1818.06639889472,1701.95347722805
100,20403,Wodonga - Alpine,Females,5–9,2305,2246.07965561765,1998.90247838305
100,20403,Wodonga - Alpine,Females,10–14,2406,2375.16742688611,2316.23632103544
100,20403,Wodonga - Alpine,Females,15–19,2224,2293.90794400546,2280.93077213475
100,20403,Wodonga - Alpine,Females,20–24,1568,1630.97540211341,1677.66032166265
100,20403,Wodonga - Alpine,Females,25–29,1793,1562.44182659205,1618.01949364691
100,20403,Wodonga - Alpine,Females,30–34,2155,2017.92684428413,1853.22471931537
100,20403,Wodonga - Alpine,Females,35–39,2409,2310.11863639834,2220.49347556232
100,20403,Wodonga - Alpine,Females,40–44,2559,2510.25491626271,2448.82112172375
100,20403,Wodonga - Alpine,Females,45–49,2290,2519.71000910513,2491.73315887043
100,20403,Wodonga - Alpine,Females,50–54,2088,2289.67588442995,2499.65172832976
100,20403,Wodonga - Alpine,Females,55–59,1640,2133.55709868791,2311.47567704391
100,20403,Wodonga - Alpine,Females,60–64,1338,1663.68918426619,2142.1315249653
100,20403,Wodonga - Alpine,Females,65–69,1107,1342.29594659778,1651.34639415654
