No.,Code,Area name,Sex,Age group,2001,2006,2011
241,40201,Gawler - Two Wells,Males,45–49,992,1137.29316538207,1162.35836406963
241,40201,Gawler - Two Wells,Males,50–54,799,977.304575656526,1111.27309702512
241,40201,Gawler - Two Wells,Males,55–59,609,804.687339906412,956.530001745532
241,40201,Gawler - Two Wells,Males,60–64,543,624.672959623916,815.552803627665
241,40201,Gawler - Two Wells,Males,65–69,478,543.093460314607,636.274994814705
241,40201,Gawler - Two Wells,Males,70–74,433,450.694565762889,522.645247416308
241,40201,Gawler - Two Wells,Males,75–79,306,379.782503499237,402.48075121116
241,40201,Gawler - Two Wells,Males,80–84,173,241.210168001896,303.060527098242
241,40201,Gawler - Two Wells,Males,85,86,134.608853233266,195.074995080537
242,40202,Playford,Females,0–4,2750,2448.42757771395,2365.69281056153
242,40202,Playford,Females,5–9,2864,2796.72414934474,2537.32931783139
242,40202,Playford,Females,10–14,2684,2723.75917453467,2668.54168071522
242,40202,Playford,Females,15–19,2534,2623.89242047843,2670.38494241779
242,40202,Playford,Females,20–24,2226,2490.00498523562,2574.19855190063
242,40202,Playford,Females,25–29,2422,2302.30675601727,2473.10631643152
242,40202,Playford,Females,30–34,2576,2490.54919698084,2379.64528507957
242,40202,Playford,Females,35–39,2732,2610.91196099987,2564.92562774122
242,40202,Playford,Females,40–44,2535,2607.11661074111,2545.32883705131
242,40202,Playford,Females,45–49,2027,2397.61184568423,2464.4736851432
242,40202,Playford,Females,50–54,1887,2026.83774854825,2348.95916567392
242,40202,Playford,Females,55–59,1502,1901.36605281527,2033.30080632503
242,40202,Playford,Females,60–64,1478,1540.90562460193,1943.55533499057
242,40202,Playford,Females,65–69,1369,1444.87178184392,1549.33692892438
242,40202,Playford,Females,70–74,1205,1253.98197777892,1348.56244143496
242,40202,Playford,Females,75–79,825,1050.79307709649,1095.9493861452
242,40202,Playford,Females,80–84,489,705.789776118152,896.000356228862
242,40202,Playford,Females,85,391,499.587329593204,683.941052464011
242,40202,Playford,Males,0–4,2848,2580.18867432521,2493.77028595125
242,40202,Playford,Males,5–9,3059,2924.24199895776,2686.03354192967
242,40202,Playford,Males,10–14,2769,2884.17003801786,2778.63759448635
242,40202,Playford,Males,15–19,2646,2716.59169947376,2818.63558890965
242,40202,Playford,Males,20–24,2198,2526.52641548859,2596.79384240461
242,40202,Playford,Males,25–29,2266,2149.10246010384,2341.38652698921
242,40202,Playford,Males,30–34,2694,2434.03821369566,2325.03280895804
242,40202,Playford,Males,35–39,2769,2678.95808965689,2536.08090076627
242,40202,Playford,Males,40–44,2665,2659.66611328569,2613.85363445067
242,40202,Playford,Males,45–49,2084,2468.85427089565,2477.60896504486
242,40202,Playford,Males,50–54,1837,2033.19105150905,2358.54681514969
242,40202,Playford,Males,55–59,1404,1823.97952687507,1992.51359670244
242,40202,Playford,Males,60–64,1323,1422.5672084744,1823.83514953806
242,40202,Playford,Males,65–69,1259,1287.67614471693,1423.81416858563
242,40202,Playford,Males,70–74,1117,1114.24548897345,1181.42520088574
242,40202,Playford,Males,75–79,730,898.367484263169,914.460209751492
242,40202,Playford,Males,80–84,342,549.721737149915,687.999589012417
242,40202,Playford,Males,85,186,262.418109569917,405.21679364785
243,40203,Port Adelaide - East,Females,0–4,1512,1364.55519791921,1295.83770734088
243,40203,Port Adelaide - East,Females,5–9,1394,1395.73792089902,1256.93225442592
243,40203,Port Adelaide - East,Females,10–14,1358,1388.07296428999,1372.22865301061
243,40203,Port Adelaide - East,Females,15–19,1582,1557.54768706785,1573.1498364069
243,40203,Port Adelaide - East,Females,20–24,1848,1951.75366742375,1931.89276209317
243,40203,Port Adelaide - East,Females,25–29,2017,1884.69525059271,1939.20430840897
243,40203,Port Adelaide - East,Females,30–34,1957,1926.43234761823,1790.60651172464
243,40203,Port Adelaide - East,Females,35–39,1875,1860.58445663948,1817.6650693032
243,40203,Port Adelaide - East,Females,40–44,1732,1773.94174270934,1756.33541918708
243,40203,Port Adelaide - East,Females,45–49,1602,1732.12005935953,1758.36261513339
243,40203,Port Adelaide - East,Females,50–54,1750,1703.52331980928,1821.28223965151
243,40203,Port Adelaide - East,Females,55–59,1447,1792.13015861436,1760.43157391455
243,40203,Port Adelaide - East,Females,60–64,1226,1434.41328388343,1772.33914975452
243,40203,Port Adelaide - East,Females,65–69,1255,1180.13920120145,1380.69700634715
243,40203,Port Adelaide - East,Females,70–74,1348,1130.80232501579,1101.24187305163
243,40203,Port Adelaide - East,Females,75–79,1249,1140.48785822016,978.643086772527
243,40203,Port Adelaide - East,Females,80–84,765,962.663731680353,896.203500539941
243,40203,Port Adelaide - East,Females,85,604,720.153625187137,895.7388991273
243,40203,Port Adelaide - East,Males,0–4,1610,1445.37447006567,1373.05819877058
243,40203,Port Adelaide - East,Males,5–9,1534,1489.07415920379,1338.21199962119
243,40203,Port Adelaide - East,Males,10–14,1422,1499.8460199343,1449.13479362244
243,40203,Port Adelaide - East,Males,15–19,1521,1603.73380747795,1658.37471074468
243,40203,Port Adelaide - East,Males,20–24,1998,1952.40637068977,1994.57367095008
243,40203,Port Adelaide - East,Males,25–29,2228,1971.99223419576,1962.26418767771
243,40203,Port Adelaide - East,Males,30–34,2130,2034.56036940822,1844.29623007775
243,40203,Port Adelaide - East,Males,35–39,2005,1964.78601559793,1881.62537868728
243,40203,Port Adelaide - East,Males,40–44,1875,1880.89257730228,1841.09284925532
243,40203,Port Adelaide - East,Males,45–49,1559,1810.13118499686,1807.55148662496
243,40203,Port Adelaide - East,Males,50–54,1520,1627.54686790976,1834.30919672165
243,40203,Port Adelaide - East,Males,55–59,1374,1589.91059325909,1674.96818122494
243,40203,Port Adelaide - East,Males,60–64,1119,1347.56182494274,1569.73175516743
243,40203,Port Adelaide - East,Males,65–69,1022,1067.44375313232,1283.5711480682
243,40203,Port Adelaide - East,Males,70–74,1162,908.314193864288,975.866496726367
243,40203,Port Adelaide - East,Males,75–79,948,932.08609896778,765.474456650231
243,40203,Port Adelaide - East,Males,80–84,525,637.385850453003,648.996270703016
243,40203,Port Adelaide - East,Males,85,279,358.159715517536,455.459954413712
244,40204,Salisbury,Females,0–4,3893,3337.96429255635,3088.61092067101
244,40204,Salisbury,Females,5–9,4245,3556.97226671389,3097.64142583148
244,40204,Salisbury,Females,10–14,4022,3849.37402584765,3337.57861810915
244,40204,Salisbury,Females,15–19,4303,3957.15051779865,3824.02491777787
244,40204,Salisbury,Females,20–24,3887,4177.71622507686,3990.44892920608
244,40204,Salisbury,Females,25–29,4169,3857.40783640656,3997.27342915463
244,40204,Salisbury,Females,30–34,4440,4083.97204243137,3774.53740893677
244,40204,Salisbury,Females,35–39,4685,4243.76920623247,3988.91671409633
244,40204,Salisbury,Females,40–44,4220,4242.60836506105,3944.71332407282
244,40204,Salisbury,Females,45–49,3951,4044.93298630878,4049.50567806275
244,40204,Salisbury,Females,50–54,3946,4276.22063973648,4383.73489051005
244,40204,Salisbury,Females,55–59,2848,4254.48311630732,4540.40318756424
244,40204,Salisbury,Females,60–64,2213,3053.85836725607,4362.04081030029
244,40204,Salisbury,Females,65–69,1737,2335.66606287365,3104.64178281744
244,40204,Salisbury,Females,70–74,1469,1743.51510083818,2273.11697156235
244,40204,Salisbury,Females,75–79,1103,1371.68476722197,1595.76069393621
244,40204,Salisbury,Females,80–84,697,949.126996739226,1174.81042131069
244,40204,Salisbury,Females,85,526,693.732858641679,930.770543175415
244,40204,Salisbury,Males,0–4,4156,3548.61313290815,3285.21207558025
244,40204,Salisbury,Males,5–9,4513,3805.32913507459,3309.59946937597
244,40204,Salisbury,Males,10–14,4262,4104.5902067178,3568.93306219507
244,40204,Salisbury,Males,15–19,4465,4148.95915008812,4024.37912892765
244,40204,Salisbury,Males,20–24,4135,4371.4051953979,4174.9035972391
244,40204,Salisbury,Males,25–29,4185,3988.44955836424,4102.97257623057
244,40204,Salisbury,Males,30–34,4597,4138.79039785261,3873.28888542555
244,40204,Salisbury,Males,35–39,4605,4269.58262590619,3956.99792218952
244,40204,Salisbury,Males,40–44,4290,4145.3703542454,3909.06662677225
244,40204,Salisbury,Males,45–49,3746,3966.42421284192,3850.49112493665
244,40204,Salisbury,Males,50–54,3758,4015.32665386768,4217.11709640675
244,40204,Salisbury,Males,55–59,2848,4032.69566138384,4243.09342504436
244,40204,Salisbury,Males,60–64,2192,3053.93278536669,4148.21248794917
244,40204,Salisbury,Males,65–69,1737,2255.61124796463,3036.47861249041
244,40204,Salisbury,Males,70–74,1418,1646.10017302788,2109.5999213297
244,40204,Salisbury,Males,75–79,887,1182.66012416355,1375.8062808368
244,40204,Salisbury,Males,80–84,411,678.282796395491,909.96251255038
244,40204,Salisbury,Males,85,242,327.16052542843,503.519387124043
245,40205,Tea Tree Gully,Females,0–4,2922,2799.46915248361,2769.44299976364
245,40205,Tea Tree Gully,Females,5–9,3144,3513.25474078475,3355.19914889113
245,40205,Tea Tree Gully,Females,10–14,3215,3639.44563200106,3921.42566947477
245,40205,Tea Tree Gully,Females,15–19,3654,3653.18721145228,3998.19070007925
245,40205,Tea Tree Gully,Females,20–24,3253,3372.99759485576,3438.10993361203
245,40205,Tea Tree Gully,Females,25–29,3249,3052.97933124367,3198.07721322298
245,40205,Tea Tree Gully,Females,30–34,3563,3759.85711180456,3594.40509396036
245,40205,Tea Tree Gully,Females,35–39,3735,4093.77387974183,4223.96792653608
245,40205,Tea Tree Gully,Females,40–44,3933,4188.87653206065,4471.90414352525
245,40205,Tea Tree Gully,Females,45–49,3846,4012.61788113101,4232.35412979208
245,40205,Tea Tree Gully,Females,50–54,3688,3444.50451087019,3635.86758024989
245,40205,Tea Tree Gully,Females,55–59,2707,3073.89532094558,2945.05703926359
245,40205,Tea Tree Gully,Females,60–64,1953,2233.96354317462,2627.61068001018
245,40205,Tea Tree Gully,Females,65–69,1491,1713.45533547689,1993.50402533142
245,40205,Tea Tree Gully,Females,70–74,1371,1339.50063747809,1551.13627205146
245,40205,Tea Tree Gully,Females,75–79,1125,1197.62539692076,1181.39043083302
245,40205,Tea Tree Gully,Females,80–84,664,988.521061806707,1062.83795823323
245,40205,Tea Tree Gully,Females,85,545,704.327226936646,979.341803688269
245,40205,Tea Tree Gully,Males,0–4,3111,2959.5394574597,2928.74322313893
245,40205,Tea Tree Gully,Males,5–9,3249,3677.4181237209,3500.27463110973
245,40205,Tea Tree Gully,Males,10–14,3396,3762.39459623457,4088.26249250051
245,40205,Tea Tree Gully,Males,15–19,3719,3753.20952166561,4065.07113797897
245,40205,Tea Tree Gully,Males,20–24,3219,3288.36965998385,3356.00509608591
245,40205,Tea Tree Gully,Males,25–29,3269,2977.25897364137,3089.41521143878
245,40205,Tea Tree Gully,Males,30–34,3589,3623.5612612698,3415.8516480926
245,40205,Tea Tree Gully,Males,35–39,3639,3999.06024088836,4018.87905101333
245,40205,Tea Tree Gully,Males,40–44,3573,3974.86849813353,4236.4919915553
245,40205,Tea Tree Gully,Males,45–49,3530,3689.99379168215,4001.22571695119
245,40205,Tea Tree Gully,Males,50–54,3624,3178.20109626837,3356.42796557269
245,40205,Tea Tree Gully,Males,55–59,2731,2996.75651863015,2720.62776970149
245,40205,Tea Tree Gully,Males,60–64,1992,2242.74732857042,2550.36688301033
245,40205,Tea Tree Gully,Males,65–69,1474,1712.00253281439,1977.08786531904
245,40205,Tea Tree Gully,Males,70–74,1199,1294.63406290726,1527.98774459739
245,40205,Tea Tree Gully,Males,75–79,846,1006.93828762064,1098.09824760294
245,40205,Tea Tree Gully,Males,80–84,416,666.663879474054,805.290346476225
245,40205,Tea Tree Gully,Males,85,239,338.64320436938,516.820191217985
246,40301,Holdfast Bay,Females,0–4,581,530.817838142721,505.457305565193
246,40301,Holdfast Bay,Females,5–9,695,651.191760870546,594.867602499083
246,40301,Holdfast Bay,Females,10–14,740,774.297998545445,732.512425127247
246,40301,Holdfast Bay,Females,15–19,945,942.878677406739,964.578842298313
246,40301,Holdfast Bay,Females,20–24,1102,1099.01074182075,1097.6373607531
246,40301,Holdfast Bay,Females,25–29,976,941.909617593447,953.181597529743
246,40301,Holdfast Bay,Females,30–34,953,946.330047630623,893.076596940189
246,40301,Holdfast Bay,Females,35–39,1051,1030.19124018297,1011.73473461069
246,40301,Holdfast Bay,Females,40–44,1138,1125.16933338215,1106.29759114633
246,40301,Holdfast Bay,Females,45–49,1174,1228.38433942606,1216.09969828768
246,40301,Holdfast Bay,Females,50–54,1164,1224.57335970264,1279.717813709
246,40301,Holdfast Bay,Females,55–59,893,1177.42278774807,1230.21193619367
246,40301,Holdfast Bay,Females,60–64,729,882.051367150215,1147.19275888705
246,40301,Holdfast Bay,Females,65–69,751,759.314867685164,906.393740862503
246,40301,Holdfast Bay,Females,70–74,1020,800.356599624447,827.473383696391
246,40301,Holdfast Bay,Females,75–79,1206,1001.42313986066,827.254332674761
246,40301,Holdfast Bay,Females,80–84,895,1036.70700411084,890.240805498714
246,40301,Holdfast Bay,Females,85,970,1054.90252980534,1194.09479642068
246,40301,Holdfast Bay,Males,0–4,621,562.358480946125,535.679748965658
246,40301,Holdfast Bay,Males,5–9,640,655.186538717602,595.395061815847
246,40301,Holdfast Bay,Males,10–14,786,747.843436878178,747.91775063021
246,40301,Holdfast Bay,Males,15–19,906,973.816885769126,940.793644536691
246,40301,Holdfast Bay,Males,20–24,950,1029.15554202443,1065.74724798811
246,40301,Holdfast Bay,Males,25–29,1042,911.047809630296,945.959094855051
246,40301,Holdfast Bay,Males,30–34,984,965.315631116974,875.131788709879
246,40301,Holdfast Bay,Males,35–39,1078,1044.09869556239,1015.65812055808
246,40301,Holdfast Bay,Males,40–44,1188,1146.68443356949,1116.36496577383
246,40301,Holdfast Bay,Males,45–49,1152,1246.46171892521,1212.67193946439
246,40301,Holdfast Bay,Males,50–54,1194,1195.29326694098,1277.8886111569
246,40301,Holdfast Bay,Males,55–59,871,1186.49942497673,1189.08112815916
246,40301,Holdfast Bay,Males,60–64,646,841.558343454636,1120.94358179809
246,40301,Holdfast Bay,Males,65–69,604,657.202101437681,835.132057414142
246,40301,Holdfast Bay,Males,70–74,702,596.359508977803,659.307527772011
246,40301,Holdfast Bay,Males,75–79,713,639.583716700226,569.428731948374
246,40301,Holdfast Bay,Males,80–84,513,563.665355651209,529.997686625406
246,40301,Holdfast Bay,Males,85,379,447.645103995491,517.749478510897
247,40302,Marion,Females,0–4,2102,1864.97871797351,1782.30259695183
247,40302,Marion,Females,5–9,2196,2084.38502221941,1869.54290133793
247,40302,Marion,Females,10–14,2440,2306.75742553177,2203.40929619357
247,40302,Marion,Females,15–19,2679,2688.51931464188,2591.77106272738
247,40302,Marion,Females,20–24,2580,2782.28064630263,2796.84247495639
247,40302,Marion,Females,25–29,2516,2460.77194573749,2569.74577423649
247,40302,Marion,Females,30–34,2697,2629.93818212285,2506.81207274166
247,40302,Marion,Females,35–39,2953,2804.71751062311,2737.74716402989
247,40302,Marion,Females,40–44,3205,3050.66476777467,2949.42019683347
247,40302,Marion,Females,45–49,3100,3214.36964202705,3104.7883184665
247,40302,Marion,Females,50–54,2681,3013.1725333527,3137.59329152998
247,40302,Marion,Females,55–59,2104,2650.71914459183,2925.1051692662
247,40302,Marion,Females,60–64,1857,2075.55997711023,2605.47922156533
247,40302,Marion,Females,65–69,1890,1849.16512113496,2085.51178029554
247,40302,Marion,Females,70–74,2192,1830.53806098784,1847.08945642813
247,40302,Marion,Females,75–79,2036,1929.20249160406,1657.43955434013
247,40302,Marion,Females,80–84,1273,1664.47737842874,1606.44491294382
247,40302,Marion,Females,85,963,1222.38575222062,1588.03945010192
247,40302,Marion,Males,0–4,2195,1967.8642264321,1881.25337036795
247,40302,Marion,Males,5–9,2367,2200.02361570297,1988.98120850852
247,40302,Marion,Males,10–14,2491,2451.11034906937,2305.34845007411
247,40302,Marion,Males,15–19,2668,2708.18097459201,2677.51305837236
247,40302,Marion,Males,20–24,2655,2773.67849213174,2800.52073433045
247,40302,Marion,Males,25–29,2611,2477.07558032252,2550.83539377476
247,40302,Marion,Males,30–34,2688,2631.50316428457,2476.0021466435
247,40302,Marion,Males,35–39,2787,2701.52142785182,2633.16477020833
247,40302,Marion,Males,40–44,3006,2852.53735870837,2784.3399334934
247,40302,Marion,Males,45–49,2864,2980.35110238404,2870.28541832503
247,40302,Marion,Males,50–54,2599,2776.86652794683,2896.16566963667
247,40302,Marion,Males,55–59,1928,2518.21587535021,2661.48883206137
247,40302,Marion,Males,60–64,1642,1880.79880588771,2419.27735576573
247,40302,Marion,Males,65–69,1504,1574.57919256711,1822.25388220545
247,40302,Marion,Males,70–74,1742,1418.99667249449,1527.97222482713
247,40302,Marion,Males,75–79,1472,1423.54673194768,1214.15882419044
247,40302,Marion,Males,80–84,782,1067.74572412928,1069.91332035553
247,40302,Marion,Males,85,465,590.170368975417,797.962243637128
248,40303,Mitcham,Females,0–4,1550,1354.75003942601,1260.54496565218
248,40303,Mitcham,Females,5–9,1621,1662.85500576814,1471.12974819218
248,40303,Mitcham,Females,10–14,1853,1769.48198654208,1769.67124168231
248,40303,Mitcham,Females,15–19,2172,2101.25808368525,2025.85199841061
248,40303,Mitcham,Females,20–24,2031,2023.09471894074,1982.2191077619
248,40303,Mitcham,Females,25–29,1664,1550.3167598718,1558.70723560223
248,40303,Mitcham,Females,30–34,1877,1752.03694589559,1620.56669346927
248,40303,Mitcham,Females,35–39,2131,2091.28533179156,1980.07509820727
248,40303,Mitcham,Females,40–44,2411,2269.97858506918,2222.49474245427
248,40303,Mitcham,Females,45–49,2380,2446.95242927577,2333.24526230434
248,40303,Mitcham,Females,50–54,2478,2350.86605427195,2421.20113031021
248,40303,Mitcham,Females,55–59,1806,2314.33169198133,2225.65256731601
248,40303,Mitcham,Females,60–64,1392,1652.28343671171,2114.98425804101
248,40303,Mitcham,Females,65–69,1175,1284.05349544491,1523.25575767357
248,40303,Mitcham,Females,70–74,1300,1114.41049396124,1223.67938979481
248,40303,Mitcham,Females,75–79,1414,1221.3640636199,1074.09529384978
248,40303,Mitcham,Females,80–84,1115,1256.84888641615,1118.09900710324
248,40303,Mitcham,Females,85,1226,1362.52009185385,1534.1176994263
248,40303,Mitcham,Males,0–4,1581,1420.28783743521,1321.8382628983
248,40303,Mitcham,Males,5–9,1765,1734.00264836989,1562.07647556522
248,40303,Mitcham,Males,10–14,1893,1890.80482618528,1836.44322033677
248,40303,Mitcham,Males,15–19,2263,2152.16474889225,2136.1587708828
248,40303,Mitcham,Males,20–24,1970,2012.76524870547,1947.12129666731
248,40303,Mitcham,Males,25–29,1809,1570.77693705802,1589.21896042595
248,40303,Mitcham,Males,30–34,1865,1823.19389140071,1638.69139464346
248,40303,Mitcham,Males,35–39,1921,1977.84040737131,1910.02951731399
248,40303,Mitcham,Males,40–44,2206,2053.33298330831,2059.78808726774
248,40303,Mitcham,Males,45–49,2193,2228.27141261946,2106.6045603387
248,40303,Mitcham,Males,50–54,2249,2124.52455152502,2167.12524004273
248,40303,Mitcham,Males,55–59,1895,2127.04365786911,2033.04221812762
248,40303,Mitcham,Males,60–64,1326,1697.98417228853,1940.04810847668
248,40303,Mitcham,Males,65–69,1135,1200.99915507797,1524.42982725185
248,40303,Mitcham,Males,70–74,1113,1009.27162799144,1093.67223848427
248,40303,Mitcham,Males,75–79,983,954.666341074578,890.568905609374
248,40303,Mitcham,Males,80–84,634,792.031889252508,794.868980263381
248,40303,Mitcham,Males,85,430,559.871681936972,713.184997557361
249,40304,Onkaparinga,Females,0–4,4854,4391.34316487008,4266.68804610724
249,40304,Onkaparinga,Females,5–9,5510,5234.02336230602,4807.53710491374
249,40304,Onkaparinga,Females,10–14,5592,5669.39594665148,5454.2429198813
249,40304,Onkaparinga,Females,15–19,5732,5606.50130018697,5701.11327915841
249,40304,Onkaparinga,Females,20–24,4644,5029.73822296525,5054.84139505575
249,40304,Onkaparinga,Females,25–29,4825,4653.8699220074,4933.25002334826
249,40304,Onkaparinga,Females,30–34,5432,5428.83054327501,5223.36115905778
249,40304,Onkaparinga,Females,35–39,5894,5874.34823421452,5872.27198588573
249,40304,Onkaparinga,Females,40–44,6325,6155.45155270867,6180.95024870155
249,40304,Onkaparinga,Females,45–49,6085,6348.71161241513,6268.80643316224
249,40304,Onkaparinga,Females,50–54,5920,6112.32827438745,6425.79988566445
249,40304,Onkaparinga,Females,55–59,3899,5784.58228638956,5995.72741761456
249,40304,Onkaparinga,Females,60–64,2849,3858.62394207937,5573.95816604375
249,40304,Onkaparinga,Females,65–69,2348,2868.79916392263,3792.35705671636
249,40304,Onkaparinga,Females,70–74,2250,2307.94110141611,2792.31365126927
249,40304,Onkaparinga,Females,75–79,1921,2137.88477877734,2197.60072473557
249,40304,Onkaparinga,Females,80–84,1227,1759.87777740103,1962.39012632937
249,40304,Onkaparinga,Females,85,944,1295.08731527823,1800.32671328502
249,40304,Onkaparinga,Males,0–4,5112,4642.50521493378,4512.36287097273
249,40304,Onkaparinga,Males,5–9,5760,5485.93093982629,5055.50324557864
249,40304,Onkaparinga,Males,10–14,5954,5964.04736794609,5743.02873650461
249,40304,Onkaparinga,Males,15–19,6122,5940.18732416088,5988.48845860804
249,40304,Onkaparinga,Males,20–24,4902,5249.83762112776,5222.39557313777
249,40304,Onkaparinga,Males,25–29,4859,4689.38016878307,4944.29866891672
249,40304,Onkaparinga,Males,30–34,5246,5253.67534987212,5052.10414041778
249,40304,Onkaparinga,Males,35–39,5586,5553.00924280324,5538.85459081397
249,40304,Onkaparinga,Males,40–44,5834,5759.65584630662,5758.84722177638
249,40304,Onkaparinga,Males,45–49,5768,5854.98213818111,5835.01333640985
249,40304,Onkaparinga,Males,50–54,5748,5774.89613206873,5944.68004717292
249,40304,Onkaparinga,Males,55–59,4018,5613.68214945655,5676.3304117028
249,40304,Onkaparinga,Males,60–64,2879,3952.06736029761,5402.21463351967
249,40304,Onkaparinga,Males,65–69,2276,2815.14931357433,3785.16108713739
249,40304,Onkaparinga,Males,70–74,2093,2155.31824235209,2661.05433572792
249,40304,Onkaparinga,Males,75–79,1524,1843.75979849784,1927.09383115804
249,40304,Onkaparinga,Males,80–84,877,1249.79561668747,1524.73005921882
249,40304,Onkaparinga,Males,85,493,718.067128416823,1028.86943350275
250,40401,Charles Sturt,Females,0–4,2606,2256.3722962287,2097.20316346977
250,40401,Charles Sturt,Females,5–9,2753,2635.91809049009,2313.68847267164
250,40401,Charles Sturt,Females,10–14,2705,2816.132942314,2689.43469849886
250,40401,Charles Sturt,Females,15–19,2958,3004.98477138434,3064.09350030452
250,40401,Charles Sturt,Females,20–24,2974,3106.43648313195,3110.32640955222
250,40401,Charles Sturt,Females,25–29,3428,3036.24423561839,3089.29845015336
250,40401,Charles Sturt,Females,30–34,3812,3531.14138770401,3200.07179597603
250,40401,Charles Sturt,Females,35–39,3611,3681.70877252222,3465.27439034066
250,40401,Charles Sturt,Females,40–44,3785,3668.75297788685,3680.91463226418
250,40401,Charles Sturt,Females,45–49,3539,3836.91759485758,3732.33422163027
250,40401,Charles Sturt,Females,50–54,3506,3553.96254708079,3808.05451113794
250,40401,Charles Sturt,Females,55–59,2711,3423.94112775801,3468.81084621196
250,40401,Charles Sturt,Females,60–64,2548,2690.28480987375,3369.22900233666
250,40401,Charles Sturt,Females,65–69,2337,2436.84523292443,2621.27930382953
250,40401,Charles Sturt,Females,70–74,2593,2187.95982871836,2314.18274333882
250,40401,Charles Sturt,Females,75–79,2503,2229.92078324909,1924.71903296853
250,40401,Charles Sturt,Females,80–84,1557,1971.64257291863,1793.63964217566
250,40401,Charles Sturt,Females,85,1426,1592.43739193786,1923.17819866325
250,40401,Charles Sturt,Males,0–4,2624,2359.67608654365,2193.633334529
250,40401,Charles Sturt,Males,5–9,2896,2721.19529327355,2448.56048999165
250,40401,Charles Sturt,Males,10–14,2824,2951.24944812101,2779.13968627674
250,40401,Charles Sturt,Males,15–19,3069,3100.31261632285,3177.61814400291
250,40401,Charles Sturt,Males,20–24,3269,3225.0490132492,3219.94790438316
250,40401,Charles Sturt,Males,25–29,3590,3112.53163010242,3095.99195113398
250,40401,Charles Sturt,Males,30–34,3747,3543.83232342965,3180.43740777794
250,40401,Charles Sturt,Males,35–39,3855,3713.63696640749,3525.23652653877
250,40401,Charles Sturt,Males,40–44,3616,3745.7323207913,3615.03159563318
250,40401,Charles Sturt,Males,45–49,3229,3587.04433698354,3653.85093786019
250,40401,Charles Sturt,Males,50–54,3326,3243.28195724961,3531.11663497085
250,40401,Charles Sturt,Males,55–59,2654,3227.6463843939,3160.8690434827
250,40401,Charles Sturt,Males,60–64,2303,2586.99887375774,3131.59211650963
250,40401,Charles Sturt,Males,65–69,2141,2179.62364818296,2476.54593417357
250,40401,Charles Sturt,Males,70–74,2213,1915.39941881795,2011.44628031036
250,40401,Charles Sturt,Males,75–79,1825,1771.38895399021,1584.96626270375
250,40401,Charles Sturt,Males,80–84,1106,1263.17244654054,1269.39765174386
250,40401,Charles Sturt,Males,85,665,805.141175237875,965.275937346214
251,40402,Port Adelaide - West,Females,0–4,1583,1385.9817643611,1281.12720905024
251,40402,Port Adelaide - West,Females,5–9,1620,1489.48747356745,1310.38242705432
251,40402,Port Adelaide - West,Females,10–14,1614,1558.76100980292,1444.02867581041
251,40402,Port Adelaide - West,Females,15–19,1669,1650.29710018856,1599.57422348251
251,40402,Port Adelaide - West,Females,20–24,1571,1627.75169727171,1605.92097347986
251,40402,Port Adelaide - West,Females,25–29,1721,1568.434320025,1587.60323006511
251,40402,Port Adelaide - West,Females,30–34,1905,1784.90663441529,1630.64295829296
251,40402,Port Adelaide - West,Females,35–39,2098,1962.84759504492,1855.87437270548
251,40402,Port Adelaide - West,Females,40–44,2112,2103.31792855841,1995.04462363963
251,40402,Port Adelaide - West,Females,45–49,1980,2061.24379722484,2042.21345107002
251,40402,Port Adelaide - West,Females,50–54,1846,1961.98251035119,2036.85901428239
251,40402,Port Adelaide - West,Females,55–59,1287,1782.69457980048,1875.57203168175
251,40402,Port Adelaide - West,Females,60–64,1216,1282.55565112878,1727.51919927334
251,40402,Port Adelaide - West,Females,65–69,1124,1164.79149867034,1250.86773442775
251,40402,Port Adelaide - West,Females,70–74,1291,1046.56677839551,1100.79489979532
251,40402,Port Adelaide - West,Females,75–79,1318,1104.31711069591,921.282104229222
251,40402,Port Adelaide - West,Females,80–84,792,998.145543892464,856.08925585568
251,40402,Port Adelaide - West,Females,85,607,722.192339535158,899.262446726283
251,40402,Port Adelaide - West,Males,0–4,1705,1475.14591894071,1364.20119804564
251,40402,Port Adelaide - West,Males,5–9,1729,1619.91377673918,1417.26821236455
251,40402,Port Adelaide - West,Males,10–14,1626,1654.0754833758,1551.2081184406
251,40402,Port Adelaide - West,Males,15–19,1754,1665.61709881715,1674.69523066538
251,40402,Port Adelaide - West,Males,20–24,1683,1697.30214996368,1635.98098348506
251,40402,Port Adelaide - West,Males,25–29,1707,1589.53398806232,1590.50727899729
251,40402,Port Adelaide - West,Males,30–34,2011,1837.3498897249,1692.7802133959
251,40402,Port Adelaide - West,Males,35–39,2135,2038.54427201649,1898.13277134524
251,40402,Port Adelaide - West,Males,40–44,2304,2165.74081645432,2074.88535087317
251,40402,Port Adelaide - West,Males,45–49,1957,2164.08499968797,2053.78792122805
251,40402,Port Adelaide - West,Males,50–54,1837,1894.51160166951,2058.89968379069
251,40402,Port Adelaide - West,Males,55–59,1347,1749.34619085176,1790.64620283079
251,40402,Port Adelaide - West,Males,60–64,1069,1287.46652785164,1646.58942333913
251,40402,Port Adelaide - West,Males,65–69,989,999.947145595795,1201.51130299672
251,40402,Port Adelaide - West,Males,70–74,1010,867.808640212559,905.949924180142
251,40402,Port Adelaide - West,Males,75–79,950,798.685355522108,709.780657509698
251,40402,Port Adelaide - West,Males,80–84,512,626.082428430987,550.590485309006
